cohort,ticker,cik,finra_symbols_observed,first_observed_settlement_date,last_observed_settlement_date,observed_settlement_dates,expected_settlement_dates,symbol_date_coverage,time_valid_cik_linked_dates,time_valid_cik_link_coverage,link_sources,link_status
INDEPENDENT_ELIGIBLE_388,CPAY,0001175454,CPAY,2024-03-28,2026-06-30,55,122,0.45081967213114754,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,CPRT,0000900075,CPRT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,CPT,0000906345,CPT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,CRH,0000849395,CRH,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,CRL,0001100682,CRL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,CSCO,0000858877,CSCO,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,CSGP,0001057352,CSGP,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,CSX,0000277948,CSX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,CTAS,0000723254,CTAS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,CTSH,0001058290,CTSH,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,CVS,0000064803,CVS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,D,0000715957,D,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DAL,0000027904,DAL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DD,0001666700,DD,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DE,0000315189,DE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DECK,0000910521,DECK,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DG,0000029534,DG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DGX,0001022079,DGX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DHI,0000882184,DHI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DHR,0000313616,DHR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DLR,0001297996,DLR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DLTR,0000935703,DLTR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DOC,0000765880,DOC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DOV,0000029905,DOV,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DPZ,0001286681,DPZ,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DRI,0000940944,DRI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DTE,0000936340,DTE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DVA,0000927066,DVA,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DVN,0001090012,DVN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,DXCM,0001093557,DXCM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EA,0000712515,EA,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EBAY,0001065088,EBAY,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ECHO,0001415404,ECHO,2021-06-15,2026-06-30,12,122,0.09836065573770492,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ECL,0000031462,ECL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ED,0001047862,ED,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EFX,0000033185,EFX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EG,0001095073,EG,2023-07-14,2026-06-30,72,122,0.5901639344262295,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EIX,0000827052,EIX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EL,0001001250,EL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ELV,0001156039,ELV,2022-06-30,2026-06-30,97,122,0.7950819672131147,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EME,0000105634,EME,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EMR,0000032604,EMR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EQIX,0001101239,EQIX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EQR,0000906107,EQR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EQT,0000033213,EQT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ERIE,0000922621,ERIE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ES,0000072741,ES,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ESS,0000920522,ESS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ETN,0001551182,ETN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ETR,0000065984,ETR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EVRG,0001711269,EVRG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EW,0001099800,EW,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EXC,0001109357,EXC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EXPD,0000746515,EXPD,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EXPE,0001324424,EXPE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,EXR,0001289490,EXR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,F,0000037996,F,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FAST,0000815556,FAST,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FDS,0001013237,FDS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FDX,0001048911,FDX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FE,0001031296,FE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FFIV,0001048695,FFIV,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FICO,0000814547,FICO,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FIS,0001136893,FIS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FISV,0000798354,FISV,2021-06-15,2026-06-30,64,122,0.5245901639344263,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FITB,0000035527,FITB,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FIX,0001035983,FIX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FLEX,0000866374,FLEX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FRT,0000034903,FRT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FSLR,0001274494,FSLR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,FTNT,0001262039,FTNT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GD,0000040533,GD,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GEN,0000849399,GEN,2022-11-15,2026-06-30,88,122,0.7213114754098361,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GILD,0000882095,GILD,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GIS,0000040704,GIS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GL,0000320335,GL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GLW,0000024741,GLW,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GM,0001467858,GM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GNRC,0001474735,GNRC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GOOG,0001652044,GOOG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GPC,0000040987,GPC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GPN,0001123360,GPN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GRMN,0001121788,GRMN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,GWW,0000277135,GWW,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HAL,0000045012,HAL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HAS,0000046080,HAS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HBAN,0000049196,HBAN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HCA,0000860730,HCA,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HIG,0000874766,HIG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HII,0001501585,HII,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HPQ,0000047217,HPQ,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HRL,0000048465,HRL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HSIC,0001000228,HSIC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HST,0001070750,HST,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HSY,0000047111,HSY,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,HUM,0000049071,HUM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,IBKR,0001381197,IBKR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,IBM,0000051143,IBM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ICE,0001571949,ICE,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,IDXX,0000874716,IDXX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,IEX,0000832101,IEX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,IFF,0000051253,IFF,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,INCY,0000879169,INCY,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,INTC,0000050863,INTC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,INTU,0000896878,INTU,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,IP,0000051434,IP,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,IRM,0001020569,IRM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ISRG,0001035267,ISRG,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,IT,0000749251,IT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,ITW,0000049826,ITW,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,IVZ,0000914208,IVZ,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,J,0000052988,J,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,JBHT,0000728535,JBHT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,JBL,0000898293,JBL,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,JCI,0000833444,JCI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,JKHY,0000779152,JKHY,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,KDP,0001418135,KDP,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,KEY,0000091576,KEY,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,KIM,0000879101,KIM,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,KKR,0001404912,KKR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,KLAC,0000319201,KLAC,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,KMB,0000055785,KMB,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,KMI,0001506307,KMI,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,KR,0000056873,KR,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,L,0000060086,L,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LDOS,0001336920,LDOS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LEN,0000920760,LEN,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LH,0000920148,LH,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LHX,0000202058,LHX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LII,0001069202,LII,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LMT,0000936468,LMT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LNT,0000352541,LNT,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LOW,0000060667,LOW,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LRCX,0000707549,LRCX,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LULU,0001397187,LULU,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LUV,0000092380,LUV,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LVS,0001300514,LVS,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LYB,0001489393,LYB,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
INDEPENDENT_ELIGIBLE_388,LYV,0001335258,LYV,2021-06-15,2026-06-30,122,122,1.0,0,0.0,,CURRENT_SYMBOL_OBSERVED_PIT_CIK_UNVERIFIED
