batch_id,batch_order,review_id,accession_number,cik,filing_date,matched_items,extraction_method,candidate_symbols,source_url,source_sha256,decision,approved_symbol,review_note
B008,9,REVIEW-0001104659-20-114989,0001104659-20-114989,0000100517,2020-10-14,2.05,XBRL_TAG,UAL,https://www.sec.gov/Archives/edgar/data/100517/000110465920114989/tm2033181d1_8ka.htm,1fb323e7414f2ac0030805312c1172674b8f6496092de344e8c2218ece8a7fb4,PENDING,,
B008,10,REVIEW-0001075531-20-000060,0001075531-20-000060,0001075531,2020-10-15,2.05,XBRL_TAG,BKNG|TD,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000060/bkng-20200804.htm,13cec392781c15fed866c9578955e9853479778536c39a9930fb804b66c781b5,PENDING,,
B009,1,REVIEW-0001104659-20-115651,0001104659-20-115651,0001091667,2020-10-16,2.04,XBRL_TAG,CHTR|TD,https://www.sec.gov/Archives/edgar/data/1091667/000110465920115651/tm2030372-3_8k.htm,2d14d79117d159dd148b7dc7a64cb9012c3f1ccefd1a27fc0ee27cbe191db7ed,PENDING,,
B009,2,REVIEW-0001075531-20-000072,0001075531-20-000072,0001075531,2020-11-05,2.05,XBRL_TAG,BKNG|TD,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000072/bkng-20200804.htm,140b6f3eef37f36cbc0386207de36795561c0084abba338562965fab3c9755e0,PENDING,,
B009,3,REVIEW-0000885725-20-000046,0000885725-20-000046,0000885725,2020-11-18,2.05,XBRL_TAG,BSX|BSX27|TD,https://www.sec.gov/Archives/edgar/data/885725/000088572520000046/bsx-20201117.htm,1a103e92f461b73d6307dbda040c2bec9b28648553247854fb4cfde44bbc4a56,PENDING,,
B009,4,REVIEW-0001193125-20-298226,0001193125-20-298226,0001792044,2020-11-19,2.05,XBRL_TAG,VTRS,https://www.sec.gov/Archives/edgar/data/1792044/000119312520298226/d56774d8k.htm,16768e1e915c93677aa353eb77e098172fefd24819b2d7cf17effa02d930efe5,PENDING,,
B009,5,REVIEW-0000885725-20-000051,0000885725-20-000051,0000885725,2020-12-01,2.05,XBRL_TAG,BSX|BSX27|TD,https://www.sec.gov/Archives/edgar/data/885725/000088572520000051/bsx-20201125.htm,5348dfa01625f567427500711566f7cf004ad2e7e2c1ff674b702c5dc1e9510b,PENDING,,
B009,6,REVIEW-0001193125-20-315436,0001193125-20-315436,0001792044,2020-12-11,2.05,XBRL_TAG,VTRS,https://www.sec.gov/Archives/edgar/data/1792044/000119312520315436/d51357d8ka.htm,e07f7113664cc2983ecb866ab95aa601513c4a6f58f3b18f24ec8a7fd5e24912,PENDING,,
B009,7,REVIEW-0001193125-21-000344,0001193125-21-000344,0001316835,2021-01-04,2.04,XBRL_TAG,BLDR,https://www.sec.gov/Archives/edgar/data/1316835/000119312521000344/d101613d8k.htm,a159d5ae4a68a8e61962f978bd8431827bcf5ea9c9703e6eebba144e5bbce319,PENDING,,
B009,8,REVIEW-0000037996-21-000004,0000037996-21-000004,0000037996,2021-01-11,2.05,XBRL_TAG,F|FPRB|FPRC,https://www.sec.gov/Archives/edgar/data/37996/000003799621000004/f-20201222.htm,2a494d2f62c2cebcc1d3902b8435db8fedafeae34557ee29b5a857ca13eea117,PENDING,,
B009,9,REVIEW-0001193125-21-010918,0001193125-21-010918,0001048911,2021-01-19,2.05,XBRL_TAG,FDX,https://www.sec.gov/Archives/edgar/data/1048911/000119312521010918/d31414d8k.htm,a853ed946db2bfb1a4b797a752974fc0c20be8ead3979ada56c77d24f026478c,PENDING,,
B009,10,REVIEW-0001090727-21-000006,0001090727-21-000006,0001090727,2021-01-25,2.06,XBRL_TAG,TD|UPS|UPS23A|UPS25|UPS28|UPS32,https://www.sec.gov/Archives/edgar/data/1090727/000109072721000006/ups-20210124.htm,56a67b4e0e7ef0b978ecf366b3d817e3589ac6423ab433ca16f4814a83af031a,PENDING,,
B010,1,REVIEW-0001326160-21-000004,0001326160-21-000004,0001326160,2021-01-25,2.06,XBRL_TAG,DUK|DUKB|DUKH|TD,https://www.sec.gov/Archives/edgar/data/1326160/000132616021000004/duk-20210122.htm,b43a6bb582e9b1bb85a148a38f5eb7a4b6ea95aba01f5fb12628a774b264f695,PENDING,,
B010,2,REVIEW-0001075531-21-000003,0001075531-21-000003,0001075531,2021-01-27,2.05,XBRL_TAG,BKNG|TD,https://www.sec.gov/Archives/edgar/data/1075531/000107553121000003/bkng-20200804.htm,510fb18fea46dc5a054dfb8386399662cbcbd75e3e9291cde0e5e803dd676df5,PENDING,,
B010,3,REVIEW-0001558370-21-001022,0001558370-21-001022,0000031462,2021-02-16,2.05,XBRL_TAG,ECL|TD,https://www.sec.gov/Archives/edgar/data/31462/000155837021001022/ecl-20210216x8k.htm,df346391ca5868a3cc65e69aa6bc0981a26e2063f33a72983c62b520e8a182f7,PENDING,,
B010,4,REVIEW-0001193125-21-046154,0001193125-21-046154,0001090012,2021-02-17,2.05,XBRL_TAG,DVN,https://www.sec.gov/Archives/edgar/data/1090012/000119312521046154/d133169d8ka.htm,2fa23f22ba8a248dceb9115cf01e3c334f62db1a26b58acc1bc42c073e6e8bd9,PENDING,,
B010,5,REVIEW-0001001250-21-000021,0001001250-21-000021,0001001250,2021-02-24,2.05,XBRL_TAG,EL|TD,https://www.sec.gov/Archives/edgar/data/1001250/000100125021000021/el-20200818.htm,3766b2505870ed2636a87c7cff479f1cbd4902a88db73337cc8f0e2a4373d798,PENDING,,
B010,6,REVIEW-0001193125-21-057129,0001193125-21-057129,0001792044,2021-02-25,2.05,XBRL_TAG,VTRS,https://www.sec.gov/Archives/edgar/data/1792044/000119312521057129/d137425d8ka.htm,25ce878eba3b0e1a25837cf80f1033dfdcf93d4efb77641574c452109b6be760,PENDING,,
B010,7,REVIEW-0001193125-21-058268,0001193125-21-058268,0000075677,2021-02-26,2.05|2.06,XBRL_TAG,PKG,https://www.sec.gov/Archives/edgar/data/75677/000119312521058268/d142991d8k.htm,a986016d51bf849c6e151f8b62e54c448b9cdaf6c20eeef57f6db2ffd620a4cd,PENDING,,
B010,8,REVIEW-0001193125-21-069468,0001193125-21-069468,0001097864,2021-03-04,2.05,XBRL_TAG,ON,https://www.sec.gov/Archives/edgar/data/1097864/000119312521069468/d131412d8k.htm,ea8fbf01f85b364085fd22672b01805db01a650faaa75e74999087cf32cf2391,PENDING,,
B010,9,REVIEW-0000721371-21-000021,0000721371-21-000021,0000721371,2021-03-12,2.05|2.06,XBRL_TAG,CAH|TD,https://www.sec.gov/Archives/edgar/data/721371/000072137121000021/cah-20210312.htm,5f70957228b85cc7f0f7df07581e3e4ff9bde44d207f01e1816d9011339db82d,PENDING,,
B010,10,REVIEW-0001193125-21-084755,0001193125-21-084755,0000922224,2021-03-18,2.06,XBRL_TAG,PPL|PPX,https://www.sec.gov/Archives/edgar/data/922224/000119312521084755/d128074d8k.htm,753d6a08bb32c121c1079e87bf2dfa2d95c6ed328b3e2f057f0d3f14ef99796c,PENDING,,
B011,1,REVIEW-0001628280-21-007391,0001628280-21-007391,0001674101,2021-04-23,4.02,XBRL_TAG,TD|VRT,https://www.sec.gov/Archives/edgar/data/1674101/000162828021007391/vrt-20210421.htm,14a529b5d11222cf88eb3cdd26baaf2e158f69a27a3ed44949243e587e0d9c4e,PENDING,,
B011,2,REVIEW-0001109357-21-000037,0001109357-21-000037,0001109357,2021-04-30,2.06,XBRL_TAG,EXC|TD,https://www.sec.gov/Archives/edgar/data/1109357/000110935721000037/exc-20210428.htm,153b6d624ae66fd8985d5ad4f4c7b9b79d47dca6193f68d4026af2ff300a509b,PENDING,,
B011,3,REVIEW-0001564590-21-024548,0001564590-21-024548,0000040704,2021-05-06,2.05,XBRL_TAG,GIS|GIS23A|GIS26|GIS27|TD,https://www.sec.gov/Archives/edgar/data/40704/000156459021024548/gis-8k_20210505.htm,635b0ef9ed255f4b383cc1200c3ff49e1d9e6af163bd29a9057cc13de6c87aa7,PENDING,,
B011,4,REVIEW-0001104659-21-076394,0001104659-21-076394,0000001800,2021-06-03,2.05,XBRL_TAG,ABT,https://www.sec.gov/Archives/edgar/data/1800/000110465921076394/tm2118332d1_8k.htm,c5483840a185918db2d4290d577a27ae3bb770cf5db917d02468e2b1bdc727a6,PENDING,,
B011,5,REVIEW-0000874761-21-000055,0000874761-21-000055,0000874761,2021-07-07,2.06,XBRL_TAG,AES|AESC|TD,https://www.sec.gov/Archives/edgar/data/874761/000087476121000055/aes-20210706.htm,56aa82c8f239a8ce3d8e635f561eccb6558b17890534ee1671d22c580e840840,PENDING,,
B011,6,REVIEW-0000009389-22-000017,0000009389-22-000017,0000009389,2022-08-04,2.05,XBRL_TAG,BALL|TD,https://www.sec.gov/Archives/edgar/data/9389/000000938922000017/bll-20220804x8k.htm,af228061af1f9ce1ebfe7cec5444666381dd6c5f035e4eabe1853e7d9836e119,PENDING,,
B011,7,REVIEW-0000014693-25-000002,0000014693-25-000002,0000014693,2025-01-14,2.05,XBRL_TAG,BF26|BF28|BFA|BFB|TD,https://www.sec.gov/Archives/edgar/data/14693/000001469325000002/bfb-20250113.htm,0d6ec3bc24fe93e522477669067001c49df095eb6a8e33f270eb18ee9fe50fe4,PENDING,,
B011,8,REVIEW-0001783879-26-000071,0001783879-26-000071,0001783879,2026-06-16,2.05,XBRL_TAG,HOOD|TD,https://www.sec.gov/Archives/edgar/data/1783879/000178387926000071/hood-20260616.htm,77a21ef7048b45aa45bb29c33d4cd0efe66380760c252446a35d6cb28d2afe61,PENDING,,
B011,9,REVIEW-0001193125-26-289427,0001193125-26-289427,0000002969,2026-06-30,2.06,XBRL_TAG,APD|APD28|APD31|APD32|APD32B|APD35|APD37,https://www.sec.gov/Archives/edgar/data/2969/000119312526289427/d97956d8k.htm,21c95c181703edc75dc673c0e9a814dd8baef101c0fb4356ddbee1ceff4da2e2,PENDING,,
B011,10,REVIEW-0001001250-26-000031,0001001250-26-000031,0001001250,2026-07-07,2.05,XBRL_TAG,EL|TD,https://www.sec.gov/Archives/edgar/data/1001250/000100125026000031/el-20240201.htm,598f2d64c5c98f67a9185df705ca9f8ce109725f4df043f06d574f5254fd105e,PENDING,,
