cohort,ticker,cik,finra_symbols_observed,first_observed_settlement_date,last_observed_settlement_date,observed_settlement_dates,expected_settlement_dates,symbol_date_coverage,time_valid_cik_linked_dates,time_valid_cik_link_coverage,link_sources,link_status,observation_ticker,cohort_symbol_overridden
INDEPENDENT_ELIGIBLE_388,CASY,0000726958,CASY,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,TIME_VALID_CIK_VERIFIED,CASY,False
INDEPENDENT_ELIGIBLE_388,CB,0000896159,CB,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CB,False
INDEPENDENT_ELIGIBLE_388,CBOE,0001374310,CBOE,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CBOE,False
INDEPENDENT_ELIGIBLE_388,CBRE,0001138118,CBRE,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CBRE,False
INDEPENDENT_ELIGIBLE_388,CCI,0001051470,CCI,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CCI,False
INDEPENDENT_ELIGIBLE_388,CCL,0000815097,CCL,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CCL,False
INDEPENDENT_ELIGIBLE_388,CDNS,0000813672,CDNS,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CDNS,False
INDEPENDENT_ELIGIBLE_388,CF,0001324404,CF,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CF,False
INDEPENDENT_ELIGIBLE_388,CHD,0000313927,CHD,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CHD,False
INDEPENDENT_ELIGIBLE_388,CHRW,0001043277,CHRW,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,TIME_VALID_CIK_VERIFIED,CHRW,False
INDEPENDENT_ELIGIBLE_388,CHTR,0001091667,CHTR,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CHTR,False
INDEPENDENT_ELIGIBLE_388,CI,0001739940,CI,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CI,False
INDEPENDENT_ELIGIBLE_388,CIEN,0000936395,CIEN,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,TIME_VALID_CIK_VERIFIED,CIEN,False
INDEPENDENT_ELIGIBLE_388,CINF,0000020286,CINF,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CINF,False
INDEPENDENT_ELIGIBLE_388,CL,0000021665,CL,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CL,False
INDEPENDENT_ELIGIBLE_388,CLX,0000021076,CLX,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CLX,False
INDEPENDENT_ELIGIBLE_388,CMCSA,0001166691,CMCSA,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CMCSA,False
INDEPENDENT_ELIGIBLE_388,CME,0001156375,CME,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CME,False
INDEPENDENT_ELIGIBLE_388,CMG,0001058090,CMG,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CMG,False
INDEPENDENT_ELIGIBLE_388,CMI,0000026172,CMI,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CMI,False
INDEPENDENT_ELIGIBLE_388,CMS,0000811156,CMS,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CMS,False
INDEPENDENT_ELIGIBLE_388,CNC,0001071739,CNC,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CNC,False
INDEPENDENT_ELIGIBLE_388,CNP,0001130310,CNP,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CNP,False
INDEPENDENT_ELIGIBLE_388,COF,0000927628,COF,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,COF,False
INDEPENDENT_ELIGIBLE_388,COHR,0000820318,COHR,2021-06-15,2026-06-30,118,122,0.9672131147540983,90,0.7377049180327869,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,COHR,False
INDEPENDENT_ELIGIBLE_388,COO,0000711404,COO,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,COO,False
INDEPENDENT_ELIGIBLE_388,COR,0001140859,COR,2021-06-15,2026-06-30,82,122,0.6721311475409836,69,0.5655737704918032,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_EDGAR_PRIMARY_TRANSITION:2023-08-30:ABC->COR,PARTIAL_TIME_VALID_CIK,COR,False
INDEPENDENT_ELIGIBLE_388,CPAY,0001175454,CPAY,2024-03-28,2026-06-30,55,122,0.45081967213114754,54,0.4426229508196721,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_EDGAR_PRIMARY_TRANSITION:2024-03-25:FLT->CPAY,PARTIAL_TIME_VALID_CIK,CPAY,False
INDEPENDENT_ELIGIBLE_388,CPRT,0000900075,CPRT,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CPRT,False
INDEPENDENT_ELIGIBLE_388,CPT,0000906345,CPT,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CPT,False
INDEPENDENT_ELIGIBLE_388,CRH,0000849395,CRH,2021-06-15,2026-06-30,122,122,1.0,101,0.8278688524590164,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_PERIODIC_COVER_PRIMARY_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CRH,False
INDEPENDENT_ELIGIBLE_388,CRL,0001100682,CRL,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CRL,False
INDEPENDENT_ELIGIBLE_388,CSCO,0000858877,CSCO,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CSCO,False
INDEPENDENT_ELIGIBLE_388,CSGP,0001057352,CSGP,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CSGP,False
INDEPENDENT_ELIGIBLE_388,CSX,0000277948,CSX,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CSX,False
INDEPENDENT_ELIGIBLE_388,CTAS,0000723254,CTAS,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CTAS,False
INDEPENDENT_ELIGIBLE_388,CTSH,0001058290,CTSH,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CTSH,False
INDEPENDENT_ELIGIBLE_388,CVS,0000064803,CVS,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,CVS,False
INDEPENDENT_ELIGIBLE_388,D,0000715957,D,2021-06-15,2026-06-30,122,122,1.0,110,0.9016393442622951,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,D,False
INDEPENDENT_ELIGIBLE_388,DAL,0000027904,DAL,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DAL,False
INDEPENDENT_ELIGIBLE_388,DD,0001666700,DD,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DD,False
INDEPENDENT_ELIGIBLE_388,DE,0000315189,DE,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DE,False
INDEPENDENT_ELIGIBLE_388,DECK,0000910521,DECK,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DECK,False
INDEPENDENT_ELIGIBLE_388,DG,0000029534,DG,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DG,False
INDEPENDENT_ELIGIBLE_388,DGX,0001022079,DGX,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DGX,False
INDEPENDENT_ELIGIBLE_388,DHI,0000882184,DHI,2021-06-15,2026-06-30,122,122,1.0,114,0.9344262295081968,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DHI,False
INDEPENDENT_ELIGIBLE_388,DHR,0000313616,DHR,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DHR,False
INDEPENDENT_ELIGIBLE_388,DLR,0001297996,DLR,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DLR,False
INDEPENDENT_ELIGIBLE_388,DLTR,0000935703,DLTR,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DLTR,False
INDEPENDENT_ELIGIBLE_388,DOC,0000765880,DOC,2021-06-15,2026-06-30,122,122,1.0,54,0.4426229508196721,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_EDGAR_PRIMARY_TRANSITION:2024-03-04:PEAK->DOC,PARTIAL_TIME_VALID_CIK,DOC,False
INDEPENDENT_ELIGIBLE_388,DOV,0000029905,DOV,2021-06-15,2026-06-30,122,122,1.0,105,0.860655737704918,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DOV,False
INDEPENDENT_ELIGIBLE_388,DPZ,0001286681,DPZ,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DPZ,False
INDEPENDENT_ELIGIBLE_388,DRI,0000940944,DRI,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DRI,False
INDEPENDENT_ELIGIBLE_388,DTE,0000936340,DTE,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,TIME_VALID_CIK_VERIFIED,DTE,False
INDEPENDENT_ELIGIBLE_388,DVA,0000927066,DVA,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DVA,False
INDEPENDENT_ELIGIBLE_388,DVN,0001090012,DVN,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DVN,False
INDEPENDENT_ELIGIBLE_388,DXCM,0001093557,DXCM,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,DXCM,False
INDEPENDENT_ELIGIBLE_388,EA,0000712515,EA,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EA,False
INDEPENDENT_ELIGIBLE_388,EBAY,0001065088,EBAY,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EBAY,False
INDEPENDENT_ELIGIBLE_388,ECHO,0001415404,ECHO,2021-06-15,2026-06-30,12,122,0.09836065573770492,1,0.00819672131147541,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ECHO,False
INDEPENDENT_ELIGIBLE_388,ECL,0000031462,ECL,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ECL,False
INDEPENDENT_ELIGIBLE_388,ED,0001047862,ED,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ED,False
INDEPENDENT_ELIGIBLE_388,EFX,0000033185,EFX,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EFX,False
INDEPENDENT_ELIGIBLE_388,EG,0001095073,EG,2023-07-14,2026-06-30,72,122,0.5901639344262295,68,0.5573770491803278,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_EDGAR_PRIMARY_TRANSITION:2023-07-10:RE->EG,PARTIAL_TIME_VALID_CIK,EG,False
INDEPENDENT_ELIGIBLE_388,EIX,0000827052,EIX,2021-06-15,2026-06-30,122,122,1.0,115,0.9426229508196722,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EIX,False
INDEPENDENT_ELIGIBLE_388,EL,0001001250,EL,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EL,False
INDEPENDENT_ELIGIBLE_388,ELV,0001156039,ELV,2022-06-30,2026-06-30,97,122,0.7950819672131147,96,0.7868852459016393,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_EDGAR_PRIMARY_TRANSITION:2022-06-28:ANTM->ELV,PARTIAL_TIME_VALID_CIK,ELV,False
INDEPENDENT_ELIGIBLE_388,EME,0000105634,EME,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EME,False
INDEPENDENT_ELIGIBLE_388,EMR,0000032604,EMR,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EMR,False
INDEPENDENT_ELIGIBLE_388,EQIX,0001101239,EQIX,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EQIX,False
INDEPENDENT_ELIGIBLE_388,EQR,0000906107,EQR,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EQR,False
INDEPENDENT_ELIGIBLE_388,EQT,0000033213,EQT,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EQT,False
INDEPENDENT_ELIGIBLE_388,ERIE,0000922621,ERIE,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ERIE,False
INDEPENDENT_ELIGIBLE_388,ES,0000072741,ES,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ES,False
INDEPENDENT_ELIGIBLE_388,ESS,0000920522,ESS,2021-06-15,2026-06-30,122,122,1.0,117,0.9590163934426229,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ESS,False
INDEPENDENT_ELIGIBLE_388,ETN,0001551182,ETN,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ETN,False
INDEPENDENT_ELIGIBLE_388,ETR,0000065984,ETR,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,ETR,False
INDEPENDENT_ELIGIBLE_388,EVRG,0001711269,EVRG,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EVRG,False
INDEPENDENT_ELIGIBLE_388,EW,0001099800,EW,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,TIME_VALID_CIK_VERIFIED,EW,False
INDEPENDENT_ELIGIBLE_388,EXC,0001109357,EXC,2021-06-15,2026-06-30,122,122,1.0,115,0.9426229508196722,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EXC,False
INDEPENDENT_ELIGIBLE_388,EXPD,0000746515,EXPD,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EXPD,False
INDEPENDENT_ELIGIBLE_388,EXPE,0001324424,EXPE,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EXPE,False
INDEPENDENT_ELIGIBLE_388,EXR,0001289490,EXR,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,EXR,False
INDEPENDENT_ELIGIBLE_388,F,0000037996,F,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,F,False
INDEPENDENT_ELIGIBLE_388,FAST,0000815556,FAST,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FAST,False
INDEPENDENT_ELIGIBLE_388,FDS,0001013237,FDS,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FDS,False
INDEPENDENT_ELIGIBLE_388,FDX,0001048911,FDX,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FDX,False
INDEPENDENT_ELIGIBLE_388,FE,0001031296,FE,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FE,False
INDEPENDENT_ELIGIBLE_388,FFIV,0001048695,FFIV,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FFIV,False
INDEPENDENT_ELIGIBLE_388,FICO,0000814547,FICO,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FICO,False
INDEPENDENT_ELIGIBLE_388,FIS,0001136893,FIS,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FIS,False
INDEPENDENT_ELIGIBLE_388,FISV,0000798354,FISV,2021-06-15,2026-06-30,64,122,0.5245901639344263,62,0.5081967213114754,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FISV,False
INDEPENDENT_ELIGIBLE_388,FITB,0000035527,FITB,2021-06-15,2026-06-30,122,122,1.0,113,0.9262295081967213,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FITB,False
INDEPENDENT_ELIGIBLE_388,FIX,0001035983,FIX,2021-06-15,2026-06-30,122,122,1.0,111,0.9098360655737705,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FIX,False
INDEPENDENT_ELIGIBLE_388,FLEX,0000866374,FLEX,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FLEX,False
INDEPENDENT_ELIGIBLE_388,FRT,0000034903,FRT,2021-06-15,2026-06-30,122,122,1.0,116,0.9508196721311475,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FRT,False
INDEPENDENT_ELIGIBLE_388,FSLR,0001274494,FSLR,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FSLR,False
INDEPENDENT_ELIGIBLE_388,FTNT,0001262039,FTNT,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,FTNT,False
INDEPENDENT_ELIGIBLE_388,GD,0000040533,GD,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,GD,False
INDEPENDENT_ELIGIBLE_388,GEN,0000849399,GEN,2022-11-15,2026-06-30,88,122,0.7213114754098361,86,0.7049180327868853,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_EDGAR_PRIMARY_TRANSITION:2022-11-08:NLOK->GEN,PARTIAL_TIME_VALID_CIK,GEN,False
INDEPENDENT_ELIGIBLE_388,GILD,0000882095,GILD,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,GILD,False
INDEPENDENT_ELIGIBLE_388,GIS,0000040704,GIS,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,TIME_VALID_CIK_VERIFIED,GIS,False
INDEPENDENT_ELIGIBLE_388,GL,0000320335,GL,2021-06-15,2026-06-30,122,122,1.0,122,1.0,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,TIME_VALID_CIK_VERIFIED,GL,False
INDEPENDENT_ELIGIBLE_388,GLW,0000024741,GLW,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,GLW,False
INDEPENDENT_ELIGIBLE_388,GM,0001467858,GM,2021-06-15,2026-06-30,122,122,1.0,121,0.9918032786885246,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,GM,False
INDEPENDENT_ELIGIBLE_388,GNRC,0001474735,GNRC,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,GNRC,False
INDEPENDENT_ELIGIBLE_388,GOOG,0001652044,GOOG,2021-06-15,2026-06-30,122,122,1.0,118,0.9672131147540983,SEC_FORM345_AS_FILED_OBSERVATION_SPAN|SEC_PERIODIC_COVER_PRIMARY_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,GOOG,False
INDEPENDENT_ELIGIBLE_388,GPC,0000040987,GPC,2021-06-15,2026-06-30,122,122,1.0,119,0.9754098360655737,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,GPC,False
INDEPENDENT_ELIGIBLE_388,GPN,0001123360,GPN,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,GPN,False
INDEPENDENT_ELIGIBLE_388,GRMN,0001121788,GRMN,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,GRMN,False
INDEPENDENT_ELIGIBLE_388,GWW,0000277135,GWW,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,GWW,False
INDEPENDENT_ELIGIBLE_388,HAL,0000045012,HAL,2021-06-15,2026-06-30,122,122,1.0,120,0.9836065573770492,SEC_FORM345_AS_FILED_OBSERVATION_SPAN,PARTIAL_TIME_VALID_CIK,HAL,False
