event_id,cik,canonical_symbol_at_filing,identity_status,accession_number,form,filing_date,accepted_at,matched_items,filing_index_url,primary_document_url
SEC8K-0001104659-20-077745,0000895126,CHK,SEC_PRIMARY_DOCUMENT_REVIEWED,0001104659-20-077745,8-K,2020-06-29,2020-06-29T12:15:28.000Z,2.04,https://www.sec.gov/Archives/edgar/data/895126/000110465920077745/0001104659-20-077745-index.html,https://www.sec.gov/Archives/edgar/data/895126/000110465920077745/tm2023599-1_8k.htm
SEC8K-0001104659-20-080869,0001326160,DUK,SEC_PRIMARY_DOCUMENT_REVIEWED,0001104659-20-080869,8-K,2020-07-06,2020-07-06T10:49:13.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1326160/000110465920080869/0001104659-20-080869-index.html,https://www.sec.gov/Archives/edgar/data/1326160/000110465920080869/tm2024036-1_8k.htm
SEC8K-0001193125-20-187846,0000715957,D,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-20-187846,8-K,2020-07-06,2020-07-06T20:17:34.000Z,2.06,https://www.sec.gov/Archives/edgar/data/715957/000119312520187846/0001193125-20-187846-index.html,https://www.sec.gov/Archives/edgar/data/715957/000119312520187846/d936820d8k.htm
SEC8K-0001104659-20-082123,0000100517,UAL,SEC_PRIMARY_DOCUMENT_REVIEWED,0001104659-20-082123,8-K,2020-07-08,2020-07-08T21:15:19.000Z,2.05,https://www.sec.gov/Archives/edgar/data/100517/000110465920082123/0001104659-20-082123-index.html,https://www.sec.gov/Archives/edgar/data/100517/000110465920082123/tm2024375-1_8k.htm
SEC8K-0001104659-20-083132,0001091667,CHTR,SEC_PRIMARY_DOCUMENT_REVIEWED,0001104659-20-083132,8-K,2020-07-13,2020-07-13T21:01:23.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1091667/000110465920083132/0001104659-20-083132-index.html,https://www.sec.gov/Archives/edgar/data/1091667/000110465920083132/tm2023618-7_8k.htm
SEC8K-0001104659-20-083610,0000823768,WM,SEC_PRIMARY_DOCUMENT_REVIEWED,0001104659-20-083610,8-K,2020-07-15,2020-07-15T12:48:00.000Z,2.04,https://www.sec.gov/Archives/edgar/data/823768/000110465920083610/0001104659-20-083610-index.html,https://www.sec.gov/Archives/edgar/data/823768/000110465920083610/tm2024786d1_8k.htm
SEC8K-0001104659-20-087372,0001091667,CHTR,SEC_PRIMARY_DOCUMENT_REVIEWED,0001104659-20-087372,8-K,2020-07-28,2020-07-28T20:36:48.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1091667/000110465920087372/0001104659-20-087372-index.html,https://www.sec.gov/Archives/edgar/data/1091667/000110465920087372/tm2025145d2_8k.htm
SEC8K-0001564590-20-033955,0000075677,PKG,SEC_PRIMARY_DOCUMENT_REVIEWED,0001564590-20-033955,8-K,2020-07-28,2020-07-28T21:29:52.000Z,2.06,https://www.sec.gov/Archives/edgar/data/75677/000156459020033955/0001564590-20-033955-index.html,https://www.sec.gov/Archives/edgar/data/75677/000156459020033955/pkg-8k_20200724.htm
SEC8K-0000815097-20-000066,0000815097,CCL,SEC_PRIMARY_DOCUMENT_REVIEWED,0000815097-20-000066,8-K,2020-07-29,2020-07-29T16:07:41.000Z,2.06,https://www.sec.gov/Archives/edgar/data/815097/000081509720000066/0000815097-20-000066-index.html,https://www.sec.gov/Archives/edgar/data/815097/000081509720000066/ccl-20200729.htm
SEC8K-0001075531-20-000042,0001075531,BKNG,SEC_PRIMARY_DOCUMENT_REVIEWED,0001075531-20-000042,8-K,2020-08-04,2020-08-04T12:22:44.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000042/0001075531-20-000042-index.html,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000042/bkng-20200804.htm
SEC8K-0001609711-20-000109,0001609711,GDDY,SEC_PRIMARY_DOCUMENT_REVIEWED,0001609711-20-000109,8-K/A,2020-08-06,2020-08-05T22:13:14.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1609711/000160971120000109/0001609711-20-000109-index.html,https://www.sec.gov/Archives/edgar/data/1609711/000160971120000109/gddy-20200622.htm
SEC8K-0001193125-20-217658,0000858877,CSCO,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-20-217658,8-K,2020-08-12,2020-08-12T20:10:03.000Z,2.05,https://www.sec.gov/Archives/edgar/data/858877/000119312520217658/0001193125-20-217658-index.html,https://www.sec.gov/Archives/edgar/data/858877/000119312520217658/d50157d8k.htm
SEC8K-0001157523-20-001178,0001116132,TPR,SEC_PRIMARY_DOCUMENT_REVIEWED,0001157523-20-001178,8-K,2020-08-13,2020-08-13T10:46:45.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1116132/000115752320001178/0001157523-20-001178-index.html,https://www.sec.gov/Archives/edgar/data/1116132/000115752320001178/a52265820.htm
SEC8K-0001001250-20-000054,0001001250,EL,SEC_PRIMARY_DOCUMENT_REVIEWED,0001001250-20-000054,8-K,2020-08-20,2020-08-20T12:03:19.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000100125020000054/0001001250-20-000054-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000100125020000054/el-20200818.htm
SEC8K-0001109357-20-000169,0001109357,EXC,SEC_PRIMARY_DOCUMENT_REVIEWED,0001109357-20-000169,8-K,2020-08-21,2020-08-21T12:50:48.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/1109357/000110935720000169/0001109357-20-000169-index.html,https://www.sec.gov/Archives/edgar/data/1109357/000110935720000169/exc-20200820.htm
SEC8K-0001564590-20-041346,0001002047,NTAP,SEC_PRIMARY_DOCUMENT_REVIEWED,0001564590-20-041346,8-K,2020-08-26,2020-08-26T20:05:23.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1002047/000156459020041346/0001564590-20-041346-index.html,https://www.sec.gov/Archives/edgar/data/1002047/000156459020041346/ntap-8k_20200821.htm
SEC8K-0001109357-20-000174,0001109357,EXC,SEC_PRIMARY_DOCUMENT_REVIEWED,0001109357-20-000174,8-K,2020-08-27,2020-08-27T12:31:39.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1109357/000110935720000174/0001109357-20-000174-index.html,https://www.sec.gov/Archives/edgar/data/1109357/000110935720000174/exc-20200827.htm
SEC8K-0001552781-20-000463,0000021344,KO,SEC_PRIMARY_DOCUMENT_REVIEWED,0001552781-20-000463,8-K,2020-08-28,2020-08-28T16:50:09.000Z,2.05,https://www.sec.gov/Archives/edgar/data/21344/000155278120000463/0001552781-20-000463-index.html,https://www.sec.gov/Archives/edgar/data/21344/000155278120000463/e20478_ko-8k.htm
SEC8K-0001104659-20-101912,0000100517,UAL,SEC_PRIMARY_DOCUMENT_REVIEWED,0001104659-20-101912,8-K/A,2020-09-02,2020-09-02T21:20:13.000Z,2.05,https://www.sec.gov/Archives/edgar/data/100517/000110465920101912/0001104659-20-101912-index.html,https://www.sec.gov/Archives/edgar/data/100517/000110465920101912/tm2030112-1_8ka.htm
SEC8K-0001075531-20-000054,0001075531,BKNG,SEC_PRIMARY_DOCUMENT_REVIEWED,0001075531-20-000054,8-K/A,2020-09-10,2020-09-10T20:09:26.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000054/0001075531-20-000054-index.html,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000054/bkng-20200804.htm
SEC8K-0001193125-20-247156,0000814547,FICO,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-20-247156,8-K,2020-09-16,2020-09-16T20:02:01.000Z,2.05,https://www.sec.gov/Archives/edgar/data/814547/000119312520247156/0001193125-20-247156-index.html,https://www.sec.gov/Archives/edgar/data/814547/000119312520247156/d939437d8k.htm
SEC8K-0000950142-20-002295,0001037038,RL,SEC_PRIMARY_DOCUMENT_REVIEWED,0000950142-20-002295,8-K,2020-09-22,2020-09-22T13:15:44.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1037038/000095014220002295/0000950142-20-002295-index.html,https://www.sec.gov/Archives/edgar/data/1037038/000095014220002295/eh200101603_8k.htm
SEC8K-0001683168-20-003281,0000027904,DAL,SEC_PRIMARY_DOCUMENT_REVIEWED,0001683168-20-003281,8-K,2020-09-25,2020-09-25T21:15:28.000Z,2.06,https://www.sec.gov/Archives/edgar/data/27904/000168316820003281/0001683168-20-003281-index.html,https://www.sec.gov/Archives/edgar/data/27904/000168316820003281/delta_i8k.htm
SEC8K-0000874761-20-000056,0000874761,AES,SEC_PRIMARY_DOCUMENT_REVIEWED,0000874761-20-000056,8-K,2020-09-29,2020-09-29T21:14:34.000Z,2.06,https://www.sec.gov/Archives/edgar/data/874761/000087476120000056/0000874761-20-000056-index.html,https://www.sec.gov/Archives/edgar/data/874761/000087476120000056/aes-20200923.htm
SEC8K-0001510295-20-000098,0001510295,MPC,SEC_PRIMARY_DOCUMENT_REVIEWED,0001510295-20-000098,8-K,2020-09-30,2020-09-30T20:10:25.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1510295/000151029520000098/0001510295-20-000098-index.html,https://www.sec.gov/Archives/edgar/data/1510295/000151029520000098/mpcform8-k9292020.htm
SEC8K-0000899051-20-000066,0000899051,ALL,SEC_PRIMARY_DOCUMENT_REVIEWED,0000899051-20-000066,8-K,2020-09-30,2020-09-30T20:15:32.000Z,2.05,https://www.sec.gov/Archives/edgar/data/899051/000089905120000066/0000899051-20-000066-index.html,https://www.sec.gov/Archives/edgar/data/899051/000089905120000066/all-20200930.htm
SEC8K-0001104659-20-114989,0000100517,UAL,SEC_PRIMARY_DOCUMENT_REVIEWED,0001104659-20-114989,8-K/A,2020-10-14,2020-10-14T21:26:37.000Z,2.05,https://www.sec.gov/Archives/edgar/data/100517/000110465920114989/0001104659-20-114989-index.html,https://www.sec.gov/Archives/edgar/data/100517/000110465920114989/tm2033181d1_8ka.htm
SEC8K-0001075531-20-000060,0001075531,BKNG,SEC_PRIMARY_DOCUMENT_REVIEWED,0001075531-20-000060,8-K/A,2020-10-15,2020-10-15T20:57:39.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000060/0001075531-20-000060-index.html,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000060/bkng-20200804.htm
SEC8K-0001104659-20-115651,0001091667,CHTR,SEC_PRIMARY_DOCUMENT_REVIEWED,0001104659-20-115651,8-K,2020-10-16,2020-10-16T20:28:28.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1091667/000110465920115651/0001104659-20-115651-index.html,https://www.sec.gov/Archives/edgar/data/1091667/000110465920115651/tm2030372-3_8k.htm
SEC8K-0001075531-20-000072,0001075531,BKNG,SEC_PRIMARY_DOCUMENT_REVIEWED,0001075531-20-000072,8-K/A,2020-11-05,2020-11-05T21:10:54.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000072/0001075531-20-000072-index.html,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000072/bkng-20200804.htm
SEC8K-0000885725-20-000046,0000885725,BSX,SEC_PRIMARY_DOCUMENT_REVIEWED,0000885725-20-000046,8-K,2020-11-18,2020-11-17T23:21:38.000Z,2.05,https://www.sec.gov/Archives/edgar/data/885725/000088572520000046/0000885725-20-000046-index.html,https://www.sec.gov/Archives/edgar/data/885725/000088572520000046/bsx-20201117.htm
SEC8K-0001193125-20-298226,0001792044,VTRS,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-20-298226,8-K,2020-11-19,2020-11-19T22:01:06.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1792044/000119312520298226/0001193125-20-298226-index.html,https://www.sec.gov/Archives/edgar/data/1792044/000119312520298226/d56774d8k.htm
SEC8K-0000885725-20-000051,0000885725,BSX,SEC_PRIMARY_DOCUMENT_REVIEWED,0000885725-20-000051,8-K,2020-12-01,2020-12-01T11:37:06.000Z,2.05,https://www.sec.gov/Archives/edgar/data/885725/000088572520000051/0000885725-20-000051-index.html,https://www.sec.gov/Archives/edgar/data/885725/000088572520000051/bsx-20201125.htm
SEC8K-0001193125-20-315436,0001792044,VTRS,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-20-315436,8-K/A,2020-12-11,2020-12-11T13:50:54.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1792044/000119312520315436/0001193125-20-315436-index.html,https://www.sec.gov/Archives/edgar/data/1792044/000119312520315436/d51357d8ka.htm
SEC8K-0001193125-21-000344,0001316835,BLDR,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-21-000344,8-K,2021-01-04,2021-01-04T13:21:01.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1316835/000119312521000344/0001193125-21-000344-index.html,https://www.sec.gov/Archives/edgar/data/1316835/000119312521000344/d101613d8k.htm
SEC8K-0000037996-21-000004,0000037996,F,SEC_PRIMARY_DOCUMENT_REVIEWED,0000037996-21-000004,8-K,2021-01-11,2021-01-11T18:56:28.000Z,2.05,https://www.sec.gov/Archives/edgar/data/37996/000003799621000004/0000037996-21-000004-index.html,https://www.sec.gov/Archives/edgar/data/37996/000003799621000004/f-20201222.htm
SEC8K-0001193125-21-010918,0001048911,FDX,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-21-010918,8-K,2021-01-19,2021-01-19T14:09:32.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1048911/000119312521010918/0001193125-21-010918-index.html,https://www.sec.gov/Archives/edgar/data/1048911/000119312521010918/d31414d8k.htm
SEC8K-0001326160-21-000004,0001326160,DUK,SEC_PRIMARY_DOCUMENT_REVIEWED,0001326160-21-000004,8-K,2021-01-25,2021-01-25T11:53:27.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1326160/000132616021000004/0001326160-21-000004-index.html,https://www.sec.gov/Archives/edgar/data/1326160/000132616021000004/duk-20210122.htm
SEC8K-0001090727-21-000006,0001090727,UPS,SEC_PRIMARY_DOCUMENT_REVIEWED,0001090727-21-000006,8-K,2021-01-25,2021-01-25T13:47:11.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1090727/000109072721000006/0001090727-21-000006-index.html,https://www.sec.gov/Archives/edgar/data/1090727/000109072721000006/ups-20210124.htm
SEC8K-0001075531-21-000003,0001075531,BKNG,SEC_PRIMARY_DOCUMENT_REVIEWED,0001075531-21-000003,8-K/A,2021-01-27,2021-01-27T21:25:12.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1075531/000107553121000003/0001075531-21-000003-index.html,https://www.sec.gov/Archives/edgar/data/1075531/000107553121000003/bkng-20200804.htm
SEC8K-0001558370-21-001022,0000031462,ECL,SEC_PRIMARY_DOCUMENT_REVIEWED,0001558370-21-001022,8-K,2021-02-16,2021-02-16T13:42:06.000Z,2.05,https://www.sec.gov/Archives/edgar/data/31462/000155837021001022/0001558370-21-001022-index.html,https://www.sec.gov/Archives/edgar/data/31462/000155837021001022/ecl-20210216x8k.htm
SEC8K-0001193125-21-046154,0001090012,DVN,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-21-046154,8-K/A,2021-02-17,2021-02-17T17:00:55.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1090012/000119312521046154/0001193125-21-046154-index.html,https://www.sec.gov/Archives/edgar/data/1090012/000119312521046154/d133169d8ka.htm
SEC8K-0001001250-21-000021,0001001250,EL,SEC_PRIMARY_DOCUMENT_REVIEWED,0001001250-21-000021,8-K/A,2021-02-24,2021-02-24T13:01:25.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000100125021000021/0001001250-21-000021-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000100125021000021/el-20200818.htm
SEC8K-0001193125-21-057129,0001792044,VTRS,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-21-057129,8-K/A,2021-02-25,2021-02-25T22:01:06.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1792044/000119312521057129/0001193125-21-057129-index.html,https://www.sec.gov/Archives/edgar/data/1792044/000119312521057129/d137425d8ka.htm
SEC8K-0001193125-21-058268,0000075677,PKG,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-21-058268,8-K,2021-02-26,2021-02-26T11:12:32.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/75677/000119312521058268/0001193125-21-058268-index.html,https://www.sec.gov/Archives/edgar/data/75677/000119312521058268/d142991d8k.htm
SEC8K-0001193125-21-069468,0001097864,ON,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-21-069468,8-K,2021-03-04,2021-03-04T21:05:34.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1097864/000119312521069468/0001193125-21-069468-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312521069468/d131412d8k.htm
SEC8K-0000721371-21-000021,0000721371,CAH,SEC_PRIMARY_DOCUMENT_REVIEWED,0000721371-21-000021,8-K,2021-03-12,2021-03-12T14:03:15.000Z,2.05|2.06,https://www.sec.gov/Archives/edgar/data/721371/000072137121000021/0000721371-21-000021-index.html,https://www.sec.gov/Archives/edgar/data/721371/000072137121000021/cah-20210312.htm
SEC8K-0001193125-21-084755,0000922224,PPL,SEC_PRIMARY_DOCUMENT_REVIEWED,0001193125-21-084755,8-K,2021-03-18,2021-03-18T10:05:13.000Z,2.06,https://www.sec.gov/Archives/edgar/data/922224/000119312521084755/0001193125-21-084755-index.html,https://www.sec.gov/Archives/edgar/data/922224/000119312521084755/d128074d8k.htm
SEC8K-0001628280-21-007391,0001674101,VRT,SEC_PRIMARY_DOCUMENT_REVIEWED,0001628280-21-007391,8-K,2021-04-23,2021-04-22T21:31:51.000Z,4.02,https://www.sec.gov/Archives/edgar/data/1674101/000162828021007391/0001628280-21-007391-index.html,https://www.sec.gov/Archives/edgar/data/1674101/000162828021007391/vrt-20210421.htm
SEC8K-0001109357-21-000037,0001109357,EXC,SEC_PRIMARY_DOCUMENT_REVIEWED,0001109357-21-000037,8-K,2021-04-30,2021-04-30T15:55:33.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1109357/000110935721000037/0001109357-21-000037-index.html,https://www.sec.gov/Archives/edgar/data/1109357/000110935721000037/exc-20210428.htm
SEC8K-0001564590-21-024548,0000040704,GIS,SEC_PRIMARY_DOCUMENT_REVIEWED,0001564590-21-024548,8-K,2021-05-06,2021-05-06T12:01:23.000Z,2.05,https://www.sec.gov/Archives/edgar/data/40704/000156459021024548/0001564590-21-024548-index.html,https://www.sec.gov/Archives/edgar/data/40704/000156459021024548/gis-8k_20210505.htm
SEC8K-0001104659-21-076394,0000001800,ABT,SEC_PRIMARY_DOCUMENT_REVIEWED,0001104659-21-076394,8-K,2021-06-03,2021-06-03T20:22:04.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1800/000110465921076394/0001104659-21-076394-index.html,https://www.sec.gov/Archives/edgar/data/1800/000110465921076394/tm2118332d1_8k.htm
SEC8K-0001564590-21-031687,0000040704,GIS,TIME_VALID_MAPPED,0001564590-21-031687,8-K/A,2021-06-04,2021-06-04T13:00:15.000Z,2.05,https://www.sec.gov/Archives/edgar/data/40704/000156459021031687/0001564590-21-031687-index.html,https://www.sec.gov/Archives/edgar/data/40704/000156459021031687/gis-8ka_20210505.htm
SEC8K-0000037996-21-000048,0000037996,F,TIME_VALID_MAPPED,0000037996-21-000048,8-K,2021-06-28,2021-06-28T20:15:47.000Z,2.05,https://www.sec.gov/Archives/edgar/data/37996/000003799621000048/0000037996-21-000048-index.html,https://www.sec.gov/Archives/edgar/data/37996/000003799621000048/f-20210625.htm
SEC8K-0000874761-21-000055,0000874761,AES,SEC_PRIMARY_DOCUMENT_REVIEWED,0000874761-21-000055,8-K,2021-07-07,2021-07-06T22:31:05.000Z,2.06,https://www.sec.gov/Archives/edgar/data/874761/000087476121000055/0000874761-21-000055-index.html,https://www.sec.gov/Archives/edgar/data/874761/000087476121000055/aes-20210706.htm
SEC8K-0001193125-21-246157,0000788784,PEG,TIME_VALID_MAPPED,0001193125-21-246157,8-K,2021-08-13,2021-08-13T20:37:18.000Z,2.06,https://www.sec.gov/Archives/edgar/data/788784/000119312521246157/0001193125-21-246157-index.html,https://www.sec.gov/Archives/edgar/data/788784/000119312521246157/d166527d8k.htm
SEC8K-0000037996-21-000064,0000037996,F,TIME_VALID_MAPPED,0000037996-21-000064,8-K,2021-09-09,2021-09-09T10:50:56.000Z,2.05,https://www.sec.gov/Archives/edgar/data/37996/000003799621000064/0000037996-21-000064-index.html,https://www.sec.gov/Archives/edgar/data/37996/000003799621000064/f-20210907.htm
SEC8K-0001104659-21-129208,0000831001,C,TIME_VALID_MAPPED,0001104659-21-129208,8-K,2021-10-25,2021-10-25T11:00:24.000Z,2.05,https://www.sec.gov/Archives/edgar/data/831001/000110465921129208/0001104659-21-129208-index.html,https://www.sec.gov/Archives/edgar/data/831001/000110465921129208/c-20211025x8k.htm
SEC8K-0001104659-21-131412,0001326160,DUK,TIME_VALID_MAPPED,0001104659-21-131412,8-K,2021-10-29,2021-10-29T11:01:58.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1326160/000110465921131412/0001104659-21-131412-index.html,https://www.sec.gov/Archives/edgar/data/1326160/000110465921131412/tm2131337d1_8k.htm
SEC8K-0001564590-21-053935,0000857005,PTC,TIME_VALID_MAPPED,0001564590-21-053935,8-K,2021-11-03,2021-11-03T20:02:29.000Z,2.05,https://www.sec.gov/Archives/edgar/data/857005/000156459021053935/0001564590-21-053935-index.html,https://www.sec.gov/Archives/edgar/data/857005/000156459021053935/ptc-8k_20211103.htm
SEC8K-0001104659-21-135337,0000831001,C,TIME_VALID_MAPPED,0001104659-21-135337,8-K/A,2021-11-08,2021-11-08T12:45:28.000Z,2.05,https://www.sec.gov/Archives/edgar/data/831001/000110465921135337/0001104659-21-135337-index.html,https://www.sec.gov/Archives/edgar/data/831001/000110465921135337/c-20211105x8ka.htm
SEC8K-0000950103-21-017527,0001521332,APTV,TIME_VALID_MAPPED,0000950103-21-017527,8-K,2021-11-09,2021-11-09T13:46:59.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1521332/000095010321017527/0000950103-21-017527-index.html,https://www.sec.gov/Archives/edgar/data/1521332/000095010321017527/dp161405_8k.htm
SEC8K-0000947871-21-001217,0000064803,CVS,TIME_VALID_MAPPED,0000947871-21-001217,8-K,2021-11-18,2021-11-18T14:06:48.000Z,2.06,https://www.sec.gov/Archives/edgar/data/64803/000094787121001217/0000947871-21-001217-index.html,https://www.sec.gov/Archives/edgar/data/64803/000094787121001217/ss621297_8k.htm
SEC8K-0001104659-21-145538,0000935703,DLTR,TIME_VALID_MAPPED,0001104659-21-145538,8-K,2021-12-01,2021-12-01T22:17:30.000Z,2.04,https://www.sec.gov/Archives/edgar/data/935703/000110465921145538/0001104659-21-145538-index.html,https://www.sec.gov/Archives/edgar/data/935703/000110465921145538/tm2133298d6_8k.htm
SEC8K-0001193125-22-018393,0000093556,SWK,TIME_VALID_MAPPED,0001193125-22-018393,8-K,2022-01-26,2022-01-26T22:07:58.000Z,4.02,https://www.sec.gov/Archives/edgar/data/93556/000119312522018393/0001193125-22-018393-index.html,https://www.sec.gov/Archives/edgar/data/93556/000119312522018393/d303104d8k.htm
SEC8K-0001489393-22-000003,0001489393,LYB,TIME_VALID_MAPPED,0001489393-22-000003,8-K,2022-01-28,2022-01-28T11:47:59.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1489393/000148939322000003/0001489393-22-000003-index.html,https://www.sec.gov/Archives/edgar/data/1489393/000148939322000003/lyb-20220125.htm
SEC8K-0001157523-22-000117,0000021665,CL,TIME_VALID_MAPPED,0001157523-22-000117,8-K,2022-01-28,2022-01-28T13:55:49.000Z,2.05,https://www.sec.gov/Archives/edgar/data/21665/000115752322000117/0001157523-22-000117-index.html,https://www.sec.gov/Archives/edgar/data/21665/000115752322000117/a52570001.htm
SEC8K-0001104659-22-033597,0001326160,DUK,TIME_VALID_MAPPED,0001104659-22-033597,8-K,2022-03-15,2022-03-15T10:59:56.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1326160/000110465922033597/0001104659-22-033597-index.html,https://www.sec.gov/Archives/edgar/data/1326160/000110465922033597/tm229243d1_8k.htm
SEC8K-0001489393-22-000014,0001489393,LYB,TIME_VALID_MAPPED,0001489393-22-000014,8-K,2022-04-21,2022-04-21T20:19:28.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1489393/000148939322000014/0001489393-22-000014-index.html,https://www.sec.gov/Archives/edgar/data/1489393/000148939322000014/lyb-20220421.htm
SEC8K-0001783879-22-000088,0001783879,HOOD,TIME_VALID_MAPPED,0001783879-22-000088,8-K,2022-04-28,2022-04-28T20:03:13.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1783879/000178387922000088/0001783879-22-000088-index.html,https://www.sec.gov/Archives/edgar/data/1783879/000178387922000088/hood-20220426.htm
SEC8K-0001140361-22-018834,0001116132,TPR,TIME_VALID_MAPPED,0001140361-22-018834,8-K,2022-05-12,2022-05-12T20:18:14.000Z,2.04,https://www.sec.gov/Archives/edgar/data/1116132/000114036122018834/0001140361-22-018834-index.html,https://www.sec.gov/Archives/edgar/data/1116132/000114036122018834/ny20004200x2_8k.htm
SEC8K-0001679788-22-000077,0001679788,COIN,TIME_VALID_MAPPED,0001679788-22-000077,8-K,2022-06-14,2022-06-14T12:05:32.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1679788/000167978822000077/0001679788-22-000077-index.html,https://www.sec.gov/Archives/edgar/data/1679788/000167978822000077/coin-20220614.htm
SEC8K-0001071739-22-000241,0001071739,CNC,TIME_VALID_MAPPED,0001071739-22-000241,8-K,2022-06-17,2022-06-17T11:30:24.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1071739/000107173922000241/0001071739-22-000241-index.html,https://www.sec.gov/Archives/edgar/data/1071739/000107173922000241/cnc-20220617.htm
SEC8K-0000874761-22-000059,0000874761,AES,TIME_VALID_MAPPED,0000874761-22-000059,8-K,2022-06-24,2022-06-24T21:06:20.000Z,2.06,https://www.sec.gov/Archives/edgar/data/874761/000087476122000059/0000874761-22-000059-index.html,https://www.sec.gov/Archives/edgar/data/874761/000087476122000059/aes-20220620.htm
SEC8K-0001001250-22-000097,0001001250,EL,TIME_VALID_MAPPED,0001001250-22-000097,8-K/A,2022-06-29,2022-06-29T21:13:50.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1001250/000100125022000097/0001001250-22-000097-index.html,https://www.sec.gov/Archives/edgar/data/1001250/000100125022000097/el-20200818.htm
SEC8K-0001783879-22-000162,0001783879,HOOD,TIME_VALID_MAPPED,0001783879-22-000162,8-K,2022-08-02,2022-08-02T20:16:10.000Z,2.05,https://www.sec.gov/Archives/edgar/data/1783879/000178387922000162/0001783879-22-000162-index.html,https://www.sec.gov/Archives/edgar/data/1783879/000178387922000162/hood-20220729.htm
SEC8K-0000009389-22-000017,0000009389,BALL,SEC_PRIMARY_DOCUMENT_REVIEWED,0000009389-22-000017,8-K,2022-08-04,2022-08-04T12:38:03.000Z,2.05,https://www.sec.gov/Archives/edgar/data/9389/000000938922000017/0000009389-22-000017-index.html,https://www.sec.gov/Archives/edgar/data/9389/000000938922000017/bll-20220804x8k.htm
SEC8K-0001035443-22-000242,0001035443,ARE,TIME_VALID_MAPPED,0001035443-22-000242,8-K,2022-08-31,2022-08-31T21:02:02.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1035443/000103544322000242/0001035443-22-000242-index.html,https://www.sec.gov/Archives/edgar/data/1035443/000103544322000242/are-20220825.htm
SEC8K-0001193125-22-247127,0001097864,ON,TIME_VALID_MAPPED,0001193125-22-247127,8-K,2022-09-19,2022-09-19T20:30:32.000Z,2.06,https://www.sec.gov/Archives/edgar/data/1097864/000119312522247127/0001193125-22-247127-index.html,https://www.sec.gov/Archives/edgar/data/1097864/000119312522247127/d256278d8k.htm
