sample_id,stratum,first_event_amendment,accession_number,manager_cik,manager_name,report_period,filing_date,conservative_availability_date,submission_type,amendment_type,amendment_operation,amendment_usable,ticker,issuer_cik,cusip,expected_issuer_names,expected_class_titles,expected_reported_value,expected_reported_shares,expected_investment_discretions,expected_voting_sole,expected_voting_shared,expected_voting_none,source_url,source_sha256,source_bytes,acceptance_datetime,exact_availability_date,validation_status,mismatch_fields,validation_error
13FSR-0046,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000015,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2020-06-30,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,KEY,0000091576,493267108,KEYCORP,USD,1923,157860,SOLE,0,0,1923,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000015/0001071061-24-000015.txt,dcdf3a7928617827159e36e4637e61edd8c1333b3b0a32a6f32bf9797f063d1a,228591,2024-08-06T15:57:26Z,2024-08-07,VALID,,
13FSR-0047,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000016,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2020-09-30,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,VMC,0001396009,929160109,VULCAN MATLS CO,USD,3354,24746,SOLE,0,0,3354,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000016/0001071061-24-000016.txt,af4221d144e6655db81c79a89e904826a9fd19d11494e37b31947d12d36818a2,214656,2024-08-06T15:58:31Z,2024-08-07,VALID,,
13FSR-0048,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000017,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2020-12-31,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,INTU,0000896878,461202103,INTUIT,USD,4782,12588,SOLE,0,0,4782,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000017/0001071061-24-000017.txt,a239757c21ecba52155366eda2525e67c5689c85ffe5e52df8072fb5553e0778,235534,2024-08-06T15:59:18Z,2024-08-07,VALID,,
13FSR-0049,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000018,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2021-03-31,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,CME,0001156375,12572Q105,CME GROUP INC,USD,479,2346,SOLE,0,0,479,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000018/0001071061-24-000018.txt,001646df0f60ea5e95f23d12e24bc6730a4357fb7e3ca812c2e0a3dc83e27c15,262480,2024-08-06T16:01:51Z,2024-08-07,VALID,,
13FSR-0050,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000019,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2021-06-30,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,KEY,0000091576,493267108,KEYCORP,USD,3612,174914,SOLE,0,0,3612,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000019/0001071061-24-000019.txt,940de003e05cda0a45ada5eb62e36148f110536042d28fe01a624ff12f97d767,309970,2024-08-06T16:02:39Z,2024-08-07,VALID,,
13FSR-0051,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000020,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2021-09-30,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,IDXX,0000874716,45168D104,IDEXX LABS INC,USD,828,1332,SOLE,0,0,828,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000020/0001071061-24-000020.txt,fb938babb7acc49f9146b005d4178db1f284df185041a65dd3793c292d29b957,306907,2024-08-06T16:03:22Z,2024-08-07,VALID,,
13FSR-0052,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000021,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2021-12-31,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,SO,0000092122,842587107,SOUTHERN CO,USD,6292,91752,SOLE,0,0,6292,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000021/0001071061-24-000021.txt,5d7f88642c63ef41ca74cb3383f57f4efd2f3003e00cbf0c15177dd07f4cdf44,329017,2024-08-06T16:04:13Z,2024-08-07,VALID,,
13FSR-0053,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000022,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2022-03-31,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,TFC,0000092230,89832Q109,TRUIST FINL CORP,USD,5173,91243,SOLE,0,0,5173,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000022/0001071061-24-000022.txt,98ff40d56bc8e0c9f50b4a92b15b8188e8148283a62b4cd40e729a155ffcbe6a,400728,2024-08-06T16:07:00Z,2024-08-07,VALID,,
13FSR-0054,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000023,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2022-06-30,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,SRE,0001032208,816851109,SEMPRA,USD,6921,46055,SOLE,0,0,6921,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000023/0001071061-24-000023.txt,54f33b4f7b53f366104f6bb9e3e3835ea56932fde216370b1f32c7457487946f,410708,2024-08-06T16:07:54Z,2024-08-07,VALID,,
13FSR-0055,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000024,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2022-09-30,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,DVN,0001090012,25179M103,DEVON ENERGY CORP NEW,USD,8,129,SOLE,0,0,8,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000024/0001071061-24-000024.txt,0bfc7f89d2eb82b2576c1ab3c648d31df406e0ec4038cf2caa0c158e7226d022,421206,2024-08-06T16:08:47Z,2024-08-07,VALID,,
13FSR-0056,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000025,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2022-12-31,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,PNC,0000713676,693475105,PNC FINL SVCS GROUP INC,USD,8281,52434,SOLE,0,0,8281,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000025/0001071061-24-000025.txt,c9bbcc73ce0245ad48e9625e0fb9b6d26d8f63aefdda004d4d8fdca40751cfef,430870,2024-08-06T16:09:38Z,2024-08-07,VALID,,
13FSR-0057,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000026,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2023-03-31,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,MCD,0000063908,580135101,MCDONALDS CORP,USD,8227,29422,SOLE,0,0,8227,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000026/0001071061-24-000026.txt,b7361b276599dc88a1bae4df79297bc69686242f49d615160f0490dc0272a95e,444354,2024-08-06T16:12:01Z,2024-08-07,VALID,,
13FSR-0058,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000027,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2023-06-30,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,NI,0001111711,65473P105,NISOURCE INC,USD,30,1100,SOLE,0,0,30,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000027/0001071061-24-000027.txt,a6ff473ea3ff29c35076552f79acf037605774bd36adfb20e7bc48ebbb298e53,429949,2024-08-06T16:16:03Z,2024-08-07,VALID,,
13FSR-0059,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000028,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2023-09-30,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,FSLR,0001274494,336433107,FIRST SOLAR INC,USD,30,183,SOLE,0,0,30,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000028/0001071061-24-000028.txt,1b9a58bd42ac34bcb1d1a7bf5a9829c2cc36210627692124117a2cb3bce2a115,446237,2024-08-06T16:17:22Z,2024-08-07,VALID,,
13FSR-0060,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000029,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2023-12-31,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,NXPI,0001413447,N6596X109,NXP SEMICONDUCTORS N V,USD,2318,10093,SOLE,0,0,2318,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000029/0001071061-24-000029.txt,53cb33532e41bfbcd26243844648e25d0e31e71d45a606bce417f3853586dc2b,445044,2024-08-06T16:18:11Z,2024-08-07,VALID,,
13FSR-0061,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E4_2023_2026,true,0001071061-24-000030,0001071061,"HANTZ FINANCIAL SERVICES, INC.",2024-03-31,2024-08-06,2024-08-07,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,MTD,0001037646,592688105,METTLER TOLEDO INTERNATIONAL,USD,10272,7716,SOLE,0,0,10272,https://www.sec.gov/Archives/edgar/data/1071061/000107106124000030/0001071061-24-000030.txt,4727d9633ab350ac9dcc9d7f9133b65108a6c8c54f50f05dab5c37d3dbae5def,476053,2024-08-06T16:21:13Z,2024-08-07,VALID,,
13FSR-0062,INITIAL_SNAPSHOT__E3_2021_2022,false,0001082917-21-000006,0001082917,"GW&K Investment Management, LLC",2021-06-30,2021-08-10,2021-08-11,13F-HR,,INITIAL_SNAPSHOT,1,ED,0001047862,209115104,CONS EDISON INC.,COMMON,5,63,SOLE,63,0,0,https://www.sec.gov/Archives/edgar/data/1082917/000108291721000006/0001082917-21-000006.txt,e298540c4ef85f91c233419fdf4fd960bef27e556ac2d7b5ecd83d2b01919d83,282907,2021-08-10T13:22:05Z,2021-08-11,VALID,,
13FSR-0063,INITIAL_SNAPSHOT__E4_2023_2026,false,0001084683-25-000002,0001084683,GREENWOOD GEARHART INC,2024-12-31,2025-02-13,2025-02-14,13F-HR,,INITIAL_SNAPSHOT,1,ACN,0001467373,G1151C101,Accenture PLC,Stock,13170314,37438,SOLE,37438,0,0,https://www.sec.gov/Archives/edgar/data/1084683/000108468325000002/0001084683-25-000002.txt,66e1697fecd341bdc1d136ddd47da38e878da283789095c928e9ea9c83efb15a,68101,2025-02-13T16:59:08Z,2025-02-14,VALID,,
13FSR-0064,INITIAL_SNAPSHOT__E1_2013_2016,false,0001085146-14-001723,0001352122,"Robertson Opportunity Capital, LLC",2014-06-30,2014-08-14,2014-08-15,13F-HR,,INITIAL_SNAPSHOT,1,ACGL,0000947484,G0450A105,ARCH CAP GROUP LTD,ORD,5267,91702,SOLE,91702,0,0,https://www.sec.gov/Archives/edgar/data/1352122/000108514614001723/0001085146-14-001723.txt,1a479fbed36a9d60f213d6bd253327f49cea5b7b424689ce755a474b20877b90,14257,2014-08-14T14:03:47Z,2014-08-15,VALID,,
13FSR-0065,INITIAL_SNAPSHOT__E1_2013_2016,false,0001085146-15-002379,0001598245,"Lodge Hill Capital, LLC",2015-09-30,2015-11-16,2015-11-17,13F-HR,,INITIAL_SNAPSHOT,1,LOW,0000060667,548661107,LOWES COS INC,COM,25294,367000,SOLE,367000,0,0,https://www.sec.gov/Archives/edgar/data/1598245/000108514615002379/0001085146-15-002379.txt,1f2b286b2c1203937cfcd7efd386953b21b09ab6d0575e466d0084100be9993a,14741,2015-11-16T09:20:57Z,2015-11-17,VALID,,
13FSR-0066,INITIAL_SNAPSHOT__E1_2013_2016,false,0001085146-16-004107,0001454423,Gabalex Capital Management LLC,2016-06-30,2016-08-01,2016-08-02,13F-HR,,INITIAL_SNAPSHOT,1,GILD,0000882095,375558103,GILEAD SCIENCES INC,COM,20855,250000,SOLE,250000,0,0,https://www.sec.gov/Archives/edgar/data/1454423/000108514616004107/0001085146-16-004107.txt,8a2c262a259ca4acc774677750543a52c6dd08711045ce5c57a8fee4fe4ca8d5,10486,2016-08-01T15:11:11Z,2016-08-02,VALID,,
13FSR-0067,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E2_2017_2020,false,0001085146-17-001117,0001357955,ProShare Advisors LLC,2017-03-31,2017-05-08,2017-05-09,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,LNT,0000352541,018802108,ALLIANT ENERGY CORP,COM,843,21290,SOLE,21290,0,0,https://www.sec.gov/Archives/edgar/data/1357955/000108514617001117/0001085146-17-001117.txt,0c0c61ae500afdbd91f819dcad3dc62fdf18d4cbef8ec2fbd3d9ec8aaa2b5f6b,639437,2017-05-08T12:32:10Z,2017-05-09,VALID,,
13FSR-0068,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E2_2017_2020,false,0001085146-18-000239,0000750641,"BAILARD, INC.",2015-12-31,2018-01-29,2018-01-30,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,HPQ,0000047217,40434L105,HP INC,COM,721,60910,SOLE,60910,0,0,https://www.sec.gov/Archives/edgar/data/750641/000108514618000239/0001085146-18-000239.txt,f9584fdf3804c11a702d62b23ca1ec61e13906615a6028aa8fc2d4dae7518c1c,83701,2018-01-29T17:00:26Z,2018-01-30,VALID,,
13FSR-0069,INITIAL_SNAPSHOT__E2_2017_2020,false,0001085146-19-002706,0001699622,"ACCESS FINANCIAL SERVICES, INC.",2019-09-30,2019-11-01,2019-11-04,13F-HR,,INITIAL_SNAPSHOT,1,XEL,0000072903,98389B100,XCEL ENERGY INC,COM,609,9384,SOLE,0,0,9384,https://www.sec.gov/Archives/edgar/data/1699622/000108514619002706/0001085146-19-002706.txt,3705c55a86e17a70340ce59a292aea980f13896f776037413cf4e947356f3f55,35647,2019-11-01T17:17:48Z,2019-11-04,VALID,,
13FSR-0070,INITIAL_SNAPSHOT__E3_2021_2022,false,0001085146-21-000112,0001789219,Charles Schwab Trust Co,2020-12-31,2021-01-14,2021-01-15,13F-HR,,INITIAL_SNAPSHOT,1,NVDA,0001045810,67066G104,NVIDIA CORPORATION,COM,1375,2634,SOLE,2634,0,0,https://www.sec.gov/Archives/edgar/data/1789219/000108514621000112/0001085146-21-000112.txt,ad2012abbf6fe364e4f95785cbe0bb0132e00d81a857f5aad33a9706eb3c9cea,107525,2021-01-14T15:32:37Z,2021-01-15,VALID,,
13FSR-0071,INITIAL_SNAPSHOT__E3_2021_2022,false,0001085146-21-002842,0001715593,Csenge Advisory Group,2021-09-30,2021-10-20,2021-10-21,13F-HR,,INITIAL_SNAPSHOT,1,IBM,0000051143,459200101,INTERNATIONAL BUSINESS MACHS,COM,1226,8556,SOLE,0,0,8556,https://www.sec.gov/Archives/edgar/data/1715593/000108514621002842/0001085146-21-002842.txt,c781a9a8a4835c1763d45a97f70fab7e8e10a727e1c010b480b5bf3a876f5fcd,325488,2021-10-19T19:31:55Z,2021-10-20,VALID,,
13FSR-0072,INITIAL_SNAPSHOT__E3_2021_2022,false,0001085146-22-001772,0001633446,Mirador Capital Partners LP,2022-03-31,2022-05-06,2022-05-09,13F-HR,,INITIAL_SNAPSHOT,1,KMI,0001506307,49456B101,KINDER MORGAN INC DEL,COM,4597,243125,SOLE,243125,0,0,https://www.sec.gov/Archives/edgar/data/1633446/000108514622001772/0001085146-22-001772.txt,46be3c0a4441722e068ca617c7926955990cfbd336289cfd5aa709be803e2421,117105,2022-05-05T19:23:57Z,2022-05-06,VALID,,
13FSR-0073,INITIAL_SNAPSHOT__E4_2023_2026,false,0001085146-24-000085,0001809236,"Salvus Wealth Management, LLC",2023-12-31,2024-01-09,2024-01-10,13F-HR,,INITIAL_SNAPSHOT,1,META,0001326801,30303M102,META PLATFORMS INC,CL A,435725,1231,SOLE,0,0,1231,https://www.sec.gov/Archives/edgar/data/1809236/000108514624000085/0001085146-24-000085.txt,54b299ecd881b7fed5181eec375973eb463b913c57c7a5e083f67e892cc16b2a,68208,2024-01-08T21:54:19Z,2024-01-09,VALID,,
13FSR-0074,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E4_2023_2026,false,0001085146-25-001057,0001910934,"Life Planning Partners, Inc",2024-12-31,2025-02-12,2025-02-13,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,ABBV,0001551152,00287Y109,ABBVIE INC,COM,284853,1603,SOLE,0,0,1603,https://www.sec.gov/Archives/edgar/data/1910934/000108514625001057/0001085146-25-001057.txt,5416266b10a8c7cfa73fa24da4086365901926b372cb08d46d060a432bcc2db5,39565,2025-02-12T13:20:14Z,2025-02-13,VALID,,
13FSR-0075,INITIAL_SNAPSHOT__E4_2023_2026,false,0001085146-25-001728,0001103646,CSS LLC/IL,2024-12-31,2025-02-18,2025-02-19,13F-HR,,INITIAL_SNAPSHOT,1,CAH,0000721371,14149Y108,CARDINAL HEALTH INC,COM,1323441,11190,SOLE,11190,0,0,https://www.sec.gov/Archives/edgar/data/1103646/000108514625001728/0001085146-25-001728.txt,c8bb6f9dcdbf8b11193c87cc08e90cd607f5baabbe95fe32dd58458a75938190,595427,2025-02-14T17:58:17Z,2025-02-18,VALID,,
13FSR-0076,INITIAL_SNAPSHOT__E1_2013_2016,false,0001086364-13-004115,0001086364,BlackRock Advisors LLC,2013-06-30,2013-08-13,2013-08-14,13F-HR,,INITIAL_SNAPSHOT,1,MTB,0000036270,55261F104,M & T BK CORP,COM,125523,1123250,SOLE,1123250,0,0,https://www.sec.gov/Archives/edgar/data/1086364/000108636413004115/0001086364-13-004115.txt,19c2cc3c3ddd483678d091f7e3d32985b79ce1f09cb6ffd5c16f4b3b424d8434,1736053,2013-08-13T15:43:47Z,2013-08-14,VALID,,
13FSR-0077,INITIAL_SNAPSHOT__E3_2021_2022,false,0001095449-22-000106,0001847794,"Twin Lakes Capital Management, LLC",2022-09-30,2022-10-24,2022-10-25,13F-HR,,INITIAL_SNAPSHOT,1,HON,0000773840,438516106,HONEYWELL INTL INC,COM,515,3084,SOLE,0,0,3084,https://www.sec.gov/Archives/edgar/data/1847794/000109544922000106/0001095449-22-000106.txt,2053534f84d9c9804f4a319ffb796637abd73881fcb4de2f5941d9829b5a406d,110837,2022-10-21T20:11:34Z,2022-10-24,VALID,,
13FSR-0078,ADD_NEW_HOLDINGS_FROM_AVAILABILITY__E4_2023_2026,false,0001103887-25-000012,0001103887,NWI MANAGEMENT LP,2025-06-30,2025-12-05,2025-12-08,13F-HR/A,NEW HOLDINGS,ADD_NEW_HOLDINGS_FROM_AVAILABILITY,1,GOOG,0001652044,02079K107,ALPHABET INC,CAP STK CL C,19690,111000,SOLE,111000,0,0,https://www.sec.gov/Archives/edgar/data/1103887/000110388725000012/0001103887-25-000012.txt,fb907f9812494aab28fed8f762f048896820fb0765b3ab8d23336622dc224fe9,32850,2025-12-05T17:09:15Z,2025-12-08,VALID,,
13FSR-0079,ADD_NEW_HOLDINGS_FROM_AVAILABILITY__E1_2013_2016,false,0001104659-13-071210,0001047644,Relational Investors LLC,2013-06-30,2013-09-20,2013-09-23,13F-HR/A,NEW HOLDINGS,ADD_NEW_HOLDINGS_FROM_AVAILABILITY,1,A,0001090872,00846U101,"Agilent Technologies, Inc.",COM,290131,6785101,SOLE,6785101,0,0,https://www.sec.gov/Archives/edgar/data/1047644/000110465913071210/0001104659-13-071210.txt,ee946cfadadbaeae1820a38e6cd32865c8575b0ec56e52adff6c9daeaad8b44d,4189,2013-09-19T21:05:34Z,2013-09-20,VALID,,
13FSR-0080,ADD_NEW_HOLDINGS_FROM_AVAILABILITY__E2_2017_2020,false,0001104659-18-051797,0001352851,Magnetar Financial LLC,2017-12-31,2018-08-14,2018-08-15,13F-HR/A,NEW HOLDINGS,ADD_NEW_HOLDINGS_FROM_AVAILABILITY,1,NXPI,0001413447,N6596X109,NXP SEMICONDUCTORS N V,COM,308836,2637591,SOLE,2637591,0,0,https://www.sec.gov/Archives/edgar/data/1352851/000110465918051797/0001104659-18-051797.txt,8305da7b68aace8ec047cf2f90feec016e7e9f2c9169ae192815fa695f0e4ac3,7281,2018-08-14T09:33:45Z,2018-08-15,VALID,,
13FSR-0081,INITIAL_SNAPSHOT__E2_2017_2020,false,0001104659-20-062445,0001358331,"Bruce & Co., Inc.",2020-03-31,2020-05-15,2020-05-18,13F-HR,,INITIAL_SNAPSHOT,1,CVX,0000093410,166764100,Chevron,Common,217,3000,SOLE,3000,0,0,https://www.sec.gov/Archives/edgar/data/1358331/000110465920062445/0001104659-20-062445.txt,f2cac398a5f681ea92cb0e2fff15d2cf909efc375fc389f0888108783517de21,22945,2020-05-15T14:34:35Z,2020-05-18,VALID,,
13FSR-0082,INITIAL_SNAPSHOT__E2_2017_2020,false,0001104659-20-123535,0001347683,"Haverford Financial Services, Inc.",2020-09-30,2020-11-10,2020-11-11,13F-HR,,INITIAL_SNAPSHOT,1,HON,0000773840,438516106,"HONEYWELL INTERNATIONAL, INC.",COM,9773,59371,DFND,59371,0,0,https://www.sec.gov/Archives/edgar/data/1347683/000110465920123535/0001104659-20-123535.txt,039475ac514d6f6a59bf3ede8d4619e2492faf70b839ffddd6b1e72fe0b7b22d,31317,2020-11-10T15:07:33Z,2020-11-11,VALID,,
13FSR-0083,INITIAL_SNAPSHOT__E3_2021_2022,false,0001104659-21-137771,0001893134,"Smith Group Asset Management, LLC",2021-09-30,2021-11-12,2021-11-15,13F-HR,,INITIAL_SNAPSHOT,1,MPC,0001510295,56585A102,Marathon Petroleum Corp,Common Stock - Long,40,647,SOLE,0,647,0,https://www.sec.gov/Archives/edgar/data/1893134/000110465921137771/0001104659-21-137771.txt,fbf5bb935f7e8ff185bc2e266b85549e75b0cfb6cec184a1e3bb93984741d353,175077,2021-11-12T11:25:45Z,2021-11-15,VALID,,
13FSR-0084,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS__E1_2013_2016,false,0001119032-13-000030,0001119032,HARVEY CAPITAL MANAGEMENT INC,2013-06-30,2013-07-17,2013-07-18,13F-HR/A,,EXCLUDE_UNKNOWN_AMENDMENT_SEMANTICS,0,INTC,0000050863,458140100,INTEL CORP,COM,5507,227304,SOLE,227304,0,0,https://www.sec.gov/Archives/edgar/data/1119032/000111903213000030/0001119032-13-000030.txt,3c868f1cf1c4bb13f9a3aa394594a329f19dfe148d3413499649049071e8fc4b,28047,2013-07-17T12:48:38Z,2013-07-18,VALID,,
13FSR-0085,REPLACE_SNAPSHOT_FROM_AVAILABILITY__E2_2017_2020,false,0001137429-19-000009,0001137429,WHITE PINE CAPITAL LLC,2018-12-31,2019-05-10,2019-05-13,13F-HR/A,RESTATEMENT,REPLACE_SNAPSHOT_FROM_AVAILABILITY,1,EOG,0000821189,26875P101,EOG RES INC COM,COM,907,10404,SOLE,5370,0,5034,https://www.sec.gov/Archives/edgar/data/1137429/000113742919000009/0001137429-19-000009.txt,1c6b335dfad3ed9a0b21e95e2545a057471a396ea2fab50ec38c0b382bbf9bc1,102137,2019-05-10T17:28:23Z,2019-05-13,VALID,,
13FSR-0086,INITIAL_SNAPSHOT__E1_2013_2016,false,0001140361-15-018630,0001473033,"Lubar & Co., Inc",2015-03-31,2015-05-11,2015-05-12,13F-HR,,INITIAL_SNAPSHOT,1,ROK,0001024478,773903109,Rockwell Automation  Inc.,COM,696,6000,DFND,0,6000,0,https://www.sec.gov/Archives/edgar/data/1473033/000114036115018630/0001140361-15-018630.txt,dfcbf1222c7740e49fe294ba65e34beb766f7685a910db0110e0e9ffa5416018,9464,2015-05-11T10:52:34Z,2015-05-12,VALID,,
13FSR-0087,ADD_NEW_HOLDINGS_FROM_AVAILABILITY__E1_2013_2016,false,0001140361-15-020427,0001185072,Mount Lucas Management LP,2015-03-31,2015-05-15,2015-05-18,13F-HR/A,NEW HOLDINGS,ADD_NEW_HOLDINGS_FROM_AVAILABILITY,1,VLO,0001035002,91913Y100,VALERO ENERGY CORP,Common Stock,19487,306289,OTR|SOLE,260178,46111,0,https://www.sec.gov/Archives/edgar/data/1185072/000114036115020427/0001140361-15-020427.txt,5f066a32487f385141a8382452e759e423add0740697898abb18967eac321d43,66189,2015-05-15T16:38:42Z,2015-05-18,VALID,,
13FSR-0088,INITIAL_SNAPSHOT__E1_2013_2016,false,0001140361-15-045636,0001661571,Margaret A. Cargill Foundation,2014-06-30,2015-12-28,2015-12-29,13F-HR,,INITIAL_SNAPSHOT,1,MOS,0001285785,61945C103,MOSAIC CO NEW,COM,486811,9844517,OTR,0,9844517,0,https://www.sec.gov/Archives/edgar/data/1661571/000114036115045636/0001140361-15-045636.txt,3fab6b94060aef5b32ffa2ea7872453ff4f8d258c157c4b22cc813d59ff5cd3e,4279,2015-12-28T12:12:31Z,2015-12-29,VALID,,
13FSR-0089,ADD_NEW_HOLDINGS_FROM_AVAILABILITY__E2_2017_2020,false,0001140361-17-042620,0001665077,Sand Grove Capital Management LLP,2017-09-30,2017-11-14,2017-11-15,13F-HR/A,NEW HOLDINGS,ADD_NEW_HOLDINGS_FROM_AVAILABILITY,1,NXPI,0001413447,N6596X109,NXP SEMICONDUCTORS N V,COM,29218,258798,SOLE,258798,0,0,https://www.sec.gov/Archives/edgar/data/1665077/000114036117042620/0001140361-17-042620.txt,5b8e330aece609929c743cd2895f88301bac5b2c0990f26abcd69fa9e9b90991,9175,2017-11-14T13:49:52Z,2017-11-15,VALID,,
13FSR-0090,INITIAL_SNAPSHOT__E4_2023_2026,false,0001140361-26-015513,0002036975,YANKCOM Partnership,2026-03-31,2026-04-20,2026-04-21,13F-HR,,INITIAL_SNAPSHOT,1,XOM,0000034088,30231G102,Exxon Mobil Corp,COM,2893551,17055,DFND|OTR|SOLE,17055,0,0,https://www.sec.gov/Archives/edgar/data/2036975/000114036126015513/0001140361-26-015513.txt,33018fcd2aee247b4f88e2d1f6191af704b49b6b9305acacfa47bd2b160bec19,350726,2026-04-20T10:14:55Z,2026-04-21,VALID,,
13FSR-0091,INITIAL_SNAPSHOT__E1_2013_2016,false,0001144204-15-049865,0001218735,MASON CAPITAL MANAGEMENT LLC,2015-06-30,2015-08-14,2015-08-17,13F-HR,,INITIAL_SNAPSHOT,1,HUM,0000049071,444859102,HUMANA INC,COM,67292,351800,SOLE,351800,0,0,https://www.sec.gov/Archives/edgar/data/1218735/000114420415049865/0001144204-15-049865.txt,925c623654239e42621f889630e8bc3fb626e26888f53851ce8bca7b12c8c69d,14786,2015-08-14T16:23:05Z,2015-08-17,VALID,,
