ticker,security_structure_class,price_role,universe_roles,company,cik,gics_sector_current,gics_sub_industry_current,current_semiconductor_cohort,gics_point_in_time,research_eligibility
CPT,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Camden Property Trust,906345.0,Real Estate,Multi-Family Residential REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CRH,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,CRH plc,849395.0,Materials,Construction Materials,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CRL,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Charles River Laboratories,1100682.0,Health Care,Life Sciences Tools & Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CRM,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Salesforce,1108524.0,Information Technology,Application Software,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CRWD,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,CrowdStrike,1535527.0,Information Technology,Systems Software,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CSCO,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Cisco,858877.0,Information Technology,Communications Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CSGP,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,CoStar Group,1057352.0,Real Estate,Real Estate Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CSX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,CSX Corporation,277948.0,Industrials,Rail Transportation,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CTAS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Cintas,723254.0,Industrials,Diversified Support Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CTSH,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Cognizant,1058290.0,Information Technology,IT Consulting & Other Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CTVA,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Corteva,1755672.0,Materials,Fertilizers & Agricultural Chemicals,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CVNA,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Carvana,1690820.0,Consumer Discretionary,Automotive Retail,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CVS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,CVS Health,64803.0,Health Care,Health Care Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
CVX,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Chevron Corporation,93410.0,Energy,Integrated Oil & Gas,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
D,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Dominion Energy,715957.0,Utilities,Multi-Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DAL,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Delta Air Lines,27904.0,Industrials,Passenger Airlines,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DASH,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,DoorDash,1792789.0,Consumer Discretionary,Specialized Consumer Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DD,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,DuPont,1666700.0,Materials,Specialty Chemicals,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DDOG,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Datadog,1561550.0,Information Technology,Application Software,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DE,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Deere & Company,315189.0,Industrials,Agricultural & Farm Machinery,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DECK,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Deckers Brands,910521.0,Consumer Discretionary,Footwear,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DELL,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Dell Technologies,1571996.0,Information Technology,"Technology Hardware, Storage & Peripherals",False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DG,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Dollar General,29534.0,Consumer Staples,Consumer Staples Merchandise Retail,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DGX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Quest Diagnostics,1022079.0,Health Care,Health Care Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DHI,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,D. R. Horton,882184.0,Consumer Discretionary,Homebuilding,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DHR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Danaher Corporation,313616.0,Health Care,Life Sciences Tools & Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DIA,BROAD_MARKET_ETF,MARKET_ETF,INDEPENDENT_CURRENT_CONSTITUENTS|PRIMARY,,,,,False,,SEPARATE_BASELINE_ONLY
DIS,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Walt Disney Company (The),1744489.0,Communication Services,Movies & Entertainment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DLR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Digital Realty,1297996.0,Real Estate,Data Center REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DLTR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Dollar Tree,935703.0,Consumer Staples,Consumer Staples Merchandise Retail,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DOC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Healthpeak Properties,765880.0,Real Estate,Health Care REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DOV,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Dover Corporation,29905.0,Industrials,Industrial Machinery & Supplies & Components,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DOW,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Dow Inc.,1751788.0,Materials,Commodity Chemicals,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DPZ,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Domino's,1286681.0,Consumer Discretionary,Restaurants,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DRI,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Darden Restaurants,940944.0,Consumer Discretionary,Restaurants,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DTE,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,DTE Energy,936340.0,Utilities,Multi-Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DUK,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Duke Energy,1326160.0,Utilities,Electric Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DVA,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,DaVita,927066.0,Health Care,Health Care Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DVN,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Devon Energy,1090012.0,Energy,Oil & Gas Exploration & Production,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
DXCM,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Dexcom,1093557.0,Health Care,Health Care Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EA,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Electronic Arts,712515.0,Communication Services,Interactive Home Entertainment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EBAY,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,eBay Inc.,1065088.0,Consumer Discretionary,Broadline Retail,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ECHO,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,EchoStar,1415404.0,Communication Services,Wireless Telecommunication Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ECL,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Ecolab,31462.0,Materials,Specialty Chemicals,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ED,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Consolidated Edison,1047862.0,Utilities,Multi-Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EFX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Equifax,33185.0,Industrials,Research & Consulting Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EG,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Everest Group,1095073.0,Financials,Reinsurance,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EIX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Edison International,827052.0,Utilities,Electric Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EL,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Estée Lauder Companies (The),1001250.0,Consumer Staples,Personal Care Products,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ELV,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Elevance Health,1156039.0,Health Care,Managed Health Care,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EME,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Emcor,105634.0,Industrials,Construction & Engineering,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EMR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Emerson Electric,32604.0,Industrials,Electrical Components & Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EOG,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,EOG Resources,821189.0,Energy,Oil & Gas Exploration & Production,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EQIX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Equinix,1101239.0,Real Estate,Data Center REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EQR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Equity Residential,906107.0,Real Estate,Multi-Family Residential REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EQT,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,EQT Corporation,33213.0,Energy,Oil & Gas Exploration & Production,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ERIE,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Erie Indemnity,922621.0,Financials,Insurance Brokers,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ES,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Eversource Energy,72741.0,Utilities,Electric Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ESS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Essex Property Trust,920522.0,Real Estate,Multi-Family Residential REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ETN,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Eaton Corporation,1551182.0,Industrials,Electrical Components & Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
ETR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Entergy,65984.0,Utilities,Electric Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EVRG,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Evergy,1711269.0,Utilities,Electric Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EW,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Edwards Lifesciences,1099800.0,Health Care,Health Care Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EXC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Exelon,1109357.0,Utilities,Electric Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EXE,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Expand Energy,895126.0,Energy,Oil & Gas Exploration & Production,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EXPD,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Expeditors International,746515.0,Industrials,Air Freight & Logistics,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EXPE,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Expedia Group,1324424.0,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
EXR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Extra Space Storage,1289490.0,Real Estate,Self-Storage REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
F,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Ford Motor Company,37996.0,Consumer Discretionary,Automobile Manufacturers,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FANG,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Diamondback Energy,1539838.0,Energy,Oil & Gas Exploration & Production,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FAST,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Fastenal,815556.0,Industrials,Trading Companies & Distributors,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FCX,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Freeport-McMoRan,831259.0,Materials,Copper,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FDS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,FactSet,1013237.0,Financials,Financial Exchanges & Data,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FDX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,FedEx,1048911.0,Industrials,Air Freight & Logistics,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FDXF,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,FedEx Freight,2082247.0,Industrials,Cargo Ground Transportation,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FE,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,FirstEnergy,1031296.0,Utilities,Electric Utilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FFIV,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,"F5, Inc.",1048695.0,Information Technology,Communications Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FICO,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Fair Isaac,814547.0,Information Technology,Application Software,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FIS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Fidelity National Information Services,1136893.0,Financials,Transaction & Payment Processing Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FISV,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Fiserv,798354.0,Financials,Transaction & Payment Processing Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FITB,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Fifth Third Bancorp,35527.0,Financials,Regional Banks,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FIX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Comfort Systems USA,1035983.0,Industrials,Construction & Engineering,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FLEX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Flex Ltd.,866374.0,Information Technology,Electronic Manufacturing Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FNGU,LEVERAGED_OR_INVERSE_ETP,ETP,,,,,,False,,EXCLUDED_FROM_EQUITY_ACTION_MODEL
FOX,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Fox Corporation (Class B),1754301.0,Communication Services,Broadcasting,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FOXA,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Fox Corporation (Class A),1754301.0,Communication Services,Broadcasting,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FRT,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Federal Realty Investment Trust,34903.0,Real Estate,Retail REITs,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FSLR,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,First Solar,1274494.0,Information Technology,Semiconductors,True,False,SEPARATE_CALIBRATION_REQUIRED
FTNT,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Fortinet,1262039.0,Information Technology,Systems Software,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
FTV,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Fortive,1659166.0,Industrials,Industrial Machinery & Supplies & Components,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GD,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,General Dynamics,40533.0,Industrials,Aerospace & Defense,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GDDY,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,GoDaddy,1609711.0,Information Technology,Internet Services & Infrastructure,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GE,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,GE Aerospace,40545.0,Industrials,Aerospace & Defense,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GEHC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,GE HealthCare,1932393.0,Health Care,Health Care Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GEN,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Gen Digital,849399.0,Information Technology,Systems Software,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GEV,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,GE Vernova,1996810.0,Industrials,Heavy Electrical Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GILD,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Gilead Sciences,882095.0,Health Care,Biotechnology,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GIS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,General Mills,40704.0,Consumer Staples,Packaged Foods & Meats,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GL,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Globe Life,320335.0,Financials,Life & Health Insurance,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GLW,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Corning Inc.,24741.0,Information Technology,Electronic Components,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GM,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,General Motors,1467858.0,Consumer Discretionary,Automobile Manufacturers,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GNRC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Generac,1474735.0,Industrials,Heavy Electrical Equipment,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GOOG,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Alphabet Inc. (Class C),1652044.0,Communication Services,Interactive Media & Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GOOGL,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Alphabet Inc. (Class A),1652044.0,Communication Services,Interactive Media & Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GPC,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Genuine Parts Company,40987.0,Consumer Discretionary,Distributors,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GPN,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Global Payments,1123360.0,Financials,Transaction & Payment Processing Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GRMN,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Garmin,1121788.0,Consumer Discretionary,Consumer Electronics,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GS,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Goldman Sachs,886982.0,Financials,Investment Banking & Brokerage,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
GWW,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,W. W. Grainger,277135.0,Industrials,Industrial Machinery & Supplies & Components,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HAL,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Halliburton,45012.0,Energy,Oil & Gas Equipment & Services,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HAS,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Hasbro,46080.0,Consumer Discretionary,Leisure Products,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HBAN,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,Huntington Bancshares,49196.0,Financials,Regional Banks,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HCA,OPERATING_COMPANY_EQUITY,EQUITY,INDEPENDENT_CURRENT_CONSTITUENTS,HCA Healthcare,860730.0,Health Care,Health Care Facilities,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
HD,OPERATING_COMPANY_EQUITY,EQUITY,PRIMARY,Home Depot (The),354950.0,Consumer Discretionary,Home Improvement Retail,False,False,DIAGNOSTIC_ONLY_UNTIL_PIT_STYLE_RESOLVED
