ticker,universe_role,signal_date,outcome_end,fold_id,success_label,first_boundary,terminal_path,maximum_favorable_excursion,maximum_adverse_excursion,terminal_return,stress_constrained_sleeve_share_delta_rate,stress_constrained_time_to_reentry_sessions,future_fields_are_labels_only
COF,INDEPENDENT_CURRENT_CONSTITUENTS,2021-08-13,2022-02-11,F06,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,-0.002306677262285284,-0.21858831536454826,-0.11553080526876258,0.246188468589285,76.0,True
COF,INDEPENDENT_CURRENT_CONSTITUENTS,2023-12-15,2024-06-18,F08,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.15324483175512005,-0.03670573906943464,0.0682812293161299,0.0,,True
COF,INDEPENDENT_CURRENT_CONSTITUENTS,2024-01-26,2024-07-29,F08,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.08752199020340812,-0.03424158048711934,0.08388626180974268,0.0,,True
COF,INDEPENDENT_CURRENT_CONSTITUENTS,2025-01-17,2025-07-22,F09,NO_ECONOMIC_EDGE,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.16392568488332837,-0.20920447636886896,0.14553764910457279,0.0,,True
COHR,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-16,2017-03-20,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.7777777777777777,0.004888916000000076,0.6333333333333333,0.0,,True
COHR,INDEPENDENT_CURRENT_CONSTITUENTS,2017-10-27,2018-05-01,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.18855222588775966,-0.16610545086958795,-0.07182942367206191,0.0587480755305247,5.0,True
COHR,INDEPENDENT_CURRENT_CONSTITUENTS,2020-08-28,2021-03-02,F05,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,1.2478556103469587,-0.17629791634280845,0.9176071875255409,0.1993881603173199,8.0,True
COHR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-01-19,2024-07-22,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.7431233820644529,0.017977081717523546,0.5973576548227097,0.0,,True
COO,INDEPENDENT_CURRENT_CONSTITUENTS,2016-08-19,2017-02-21,F01,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.06571409360358849,-0.13249196976154842,0.06326589757830137,0.1408730513446989,72.0,True
COO,INDEPENDENT_CURRENT_CONSTITUENTS,2017-09-08,2018-03-12,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.0075951371995139905,-0.1336089940746651,-0.04175263221333758,0.1520121359893782,78.0,True
COO,INDEPENDENT_CURRENT_CONSTITUENTS,2018-09-21,2019-03-26,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.10543015247250276,-0.13471917676567247,0.09375293182518485,0.1424277878651036,64.0,True
COO,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-17,2020-07-20,F04,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.013228329031249375,-0.3147944117998922,-0.18568513461009395,0.4090424415103555,41.0,True
COO,INDEPENDENT_CURRENT_CONSTITUENTS,2021-09-03,2022-03-07,F06,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,-0.004167513280268764,-0.18071152359656317,-0.11993292077640216,0.2097971140354904,61.0,True
COO,INDEPENDENT_CURRENT_CONSTITUENTS,2024-09-06,2025-03-11,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.043531356234787655,-0.250492521219836,-0.23979733940566805,0.2411058835724797,124.0,True
COP,PRIMARY,2016-12-09,2017-06-13,F01,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.03683280540934741,-0.1423530904692365,-0.0754465758740609,0.1887202510906827,123.0,True
COP,PRIMARY,2017-09-15,2018-03-19,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.311428175750208,0.012470620079332084,0.16418821351942126,0.0,,True
COP,PRIMARY,2022-10-21,2023-04-25,F07,NO_ECONOMIC_EDGE,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.08394276570765191,-0.23073035192008762,-0.16282323298862922,0.0,,True
COR,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-26,2018-07-27,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,-0.0036972870079976516,-0.21480352644229028,-0.20734764769155956,0.2566467105307277,45.0,True
COR,INDEPENDENT_CURRENT_CONSTITUENTS,2018-09-28,2019-04-02,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.016698637532764016,-0.22924633372810266,-0.17295375894691833,0.2932271330220135,59.0,True
COR,INDEPENDENT_CURRENT_CONSTITUENTS,2019-10-18,2020-04-21,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.10786080526642428,-0.15562717061105236,-0.007883368018766213,0.0545298316504339,41.0,True
COR,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-17,2020-07-20,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.19005910535176485,-0.1845418026617084,0.16430986680404236,0.1834850388415487,46.0,True
COR,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-08,2021-07-12,F05,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.16052470794461926,-0.07624431411693022,0.08145275230252813,0.0592583095605911,33.0,True
COR,INDEPENDENT_CURRENT_CONSTITUENTS,2022-01-28,2022-08-01,F06,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.21542621734919498,-0.005263243113198146,0.07347474819709254,0.0,,True
COR,INDEPENDENT_CURRENT_CONSTITUENTS,2024-01-12,2024-07-16,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.12258389778801693,-0.010303099536509763,0.031672348339064404,0.0,,True
COST,PRIMARY,2018-01-12,2018-07-16,F02,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,0.13507393207064178,-0.06896390241672057,0.12621505764933727,0.0676221351181756,15.0,True
COST,PRIMARY,2021-08-13,2022-02-11,F06,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.26990433144494386,-0.01714976437032989,0.14168268838413045,0.0,,True
COST,PRIMARY,2021-11-05,2022-05-09,F06,NO_ECONOMIC_EDGE,UPSIDE_CONTINUATION,UNRESOLVED,0.18680137503098093,-0.06976929528123677,-0.024791806464570798,0.0,,True
COST,PRIMARY,2024-01-12,2024-07-16,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.3020010307060099,-0.00488844971576663,0.24903132249525828,0.0,,True
CPAY,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-30,2017-04-03,F01,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.010360922952581397,-0.18540259136148696,-0.13572786728619024,0.2147066292330126,58.0,True
CPAY,INDEPENDENT_CURRENT_CONSTITUENTS,2017-11-03,2018-05-08,F02,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.18847872659796394,-0.015939631714693148,0.13674494673428783,0.0,,True
CPAY,INDEPENDENT_CURRENT_CONSTITUENTS,2023-09-15,2024-03-18,F08,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.09733940270158792,-0.18676242111973673,0.09733940270158792,0.2096171467658976,31.0,True
CPAY,INDEPENDENT_CURRENT_CONSTITUENTS,2025-01-24,2025-07-28,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.027050486619923708,-0.2536845132845096,-0.12083106850414171,0.3518151608168263,51.0,True
CPRT,INDEPENDENT_CURRENT_CONSTITUENTS,2017-01-13,2017-07-17,F01,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.10836232115718425,-0.030313617311512053,0.08432055789474191,0.0,,True
CPRT,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-12,2018-07-16,F02,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,0.3422520133829001,-0.09141579975366809,0.3027871192917819,0.1012433382837045,15.0,True
CPRT,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-24,2020-07-24,F04,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.04197825347871187,-0.41389970863707515,-0.10738861482902051,0.6077065509868629,39.0,True
CPRT,INDEPENDENT_CURRENT_CONSTITUENTS,2020-10-02,2021-04-06,F05,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.18548541422197062,-0.031209228198713967,0.05133223727317526,0.0,,True
CPRT,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-01,2021-07-02,F05,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.0627898269548135,-0.1827898005500982,0.0627898269548135,0.2120111938601319,57.0,True
CPT,INDEPENDENT_CURRENT_CONSTITUENTS,2017-09-08,2018-03-12,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,2.4462067357733375e-05,-0.16568361807162324,-0.12128585847329898,0.1973978139169774,120.0,True
CPT,INDEPENDENT_CURRENT_CONSTITUENTS,2018-08-03,2019-02-05,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,0.06178623693850804,-0.08677044384203647,0.06178623693850804,0.0876113806910479,103.0,True
CPT,INDEPENDENT_CURRENT_CONSTITUENTS,2018-08-17,2019-02-20,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,0.06354050220087215,-0.0968744367220673,0.03407205650482914,0.1018778248750131,93.0,True
CPT,INDEPENDENT_CURRENT_CONSTITUENTS,2024-11-08,2025-05-14,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.04345330531412461,-0.10962724412388458,-0.03265044733740363,0.1294043488971015,101.0,True
CRH,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-30,2017-04-03,F01,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.09978957181227477,-0.050195376586003815,0.056166931223958994,0.0335051682502218,22.0,True
CRH,INDEPENDENT_CURRENT_CONSTITUENTS,2017-01-13,2017-07-17,F01,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.09344761069734764,-0.045973623705963695,0.044508991052206515,0.0,,True
CRH,INDEPENDENT_CURRENT_CONSTITUENTS,2019-09-13,2020-03-16,F04,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.15989808491596258,-0.3433826790784599,-0.3433826790784599,0.0809825701113158,16.0,True
CRH,INDEPENDENT_CURRENT_CONSTITUENTS,2019-10-25,2020-04-28,F04,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.12383076957069017,-0.47457847949075027,-0.16056580704433954,0.0,,True
CRH,INDEPENDENT_CURRENT_CONSTITUENTS,2020-08-14,2021-02-16,F05,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.227030372686291,-0.12947862034789015,0.15691457360673988,0.1560528264718588,52.0,True
CRH,INDEPENDENT_CURRENT_CONSTITUENTS,2020-09-18,2021-03-22,F05,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.2957933758098579,-0.10090526862154903,0.21680979400561662,0.0,,True
CRH,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-08,2021-07-12,F05,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.14525881889285475,-0.13023271376412604,0.07904545132163454,0.0799646875105197,11.0,True
CRH,INDEPENDENT_CURRENT_CONSTITUENTS,2023-01-27,2023-07-31,F07,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.32595791471407654,-0.004734356194723177,0.32595791471407654,0.0,,True
CRH,INDEPENDENT_CURRENT_CONSTITUENTS,2024-01-19,2024-07-22,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.25338941220987143,-0.010735753131532189,0.18308711950727274,0.0,,True
CRL,INDEPENDENT_CURRENT_CONSTITUENTS,2018-09-14,2019-03-19,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.10228302784048715,-0.20758995576888373,0.10228302784048715,0.2408105473083479,69.0,True
CRL,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-10,2020-07-13,F04,NO_ECONOMIC_EDGE,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.20159606004786657,-0.3736145296989595,0.14326426743909404,0.0,,True
CRL,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-08,2021-07-12,F05,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.4202058989778319,-0.06693485127500254,0.41740153872353414,0.0,,True
CRL,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-22,2021-07-23,F05,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,CONTINUATION,0.4145193005424759,-0.0974730470110402,0.4145193005424759,0.0894630611285982,3.0,True
CRM,PRIMARY,2018-01-05,2018-07-09,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.31137830031719194,-0.03765026559034301,0.31137830031719194,0.0,,True
CRM,PRIMARY,2020-08-28,2021-03-02,F05,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.03744006048776516,-0.21379554883069007,-0.21257840561792896,0.2450271672520703,96.0,True
CRM,PRIMARY,2020-10-09,2021-04-13,F05,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.004098203807502809,-0.2280246938818714,-0.12775392358041437,0.3038154646278939,114.0,True
CRM,PRIMARY,2021-09-24,2022-03-25,F06,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.08518011069653308,-0.33291313186620297,-0.2611769635987117,0.5181867188376976,104.0,True
CRM,PRIMARY,2021-10-15,2022-04-18,F06,STRUCTURAL_DAMAGE,DOWNSIDE_PULLBACK,STRUCTURAL_BREAK,0.0627440169104132,-0.35880829217367205,-0.35880829217367205,0.5630162005092396,89.0,True
CRM,PRIMARY,2023-09-08,2024-03-11,F08,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.4098595861977321,-0.12684632493436687,0.36145237294842114,0.1375237428570852,34.0,True
CRM,PRIMARY,2024-11-08,2025-05-14,F09,NO_ECONOMIC_EDGE,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.14263068427327275,-0.2641677179271654,-0.09448982112144877,0.0,,True
CRM,PRIMARY,2024-11-22,2025-05-29,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.0755805683716928,-0.30734670872110414,-0.21745944340796763,0.4878390415664912,89.0,True
CSCO,INDEPENDENT_CURRENT_CONSTITUENTS,2016-11-11,2017-05-16,F01,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,0.11567117964231377,-0.06728306955682262,0.11275119338225892,0.0648503744825386,13.0,True
CSCO,INDEPENDENT_CURRENT_CONSTITUENTS,2024-10-18,2025-04-23,F09,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.15067024864549605,-0.05021157209759175,-0.006641633454976703,0.0,,True
CSCO,INDEPENDENT_CURRENT_CONSTITUENTS,2025-01-17,2025-07-22,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.16641359280314227,-0.11098924980979397,0.14606816160878489,0.1237742426438728,55.0,True
CSGP,INDEPENDENT_CURRENT_CONSTITUENTS,2017-10-06,2018-04-10,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.3571197088275033,-0.0004694839481922397,0.3008558515769426,0.0,,True
CSX,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-30,2017-04-03,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.6470398338366437,-0.010819613723750732,0.5415155267474168,0.0,,True
CSX,INDEPENDENT_CURRENT_CONSTITUENTS,2016-11-11,2017-05-16,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.5317789478989017,-0.02053212944635685,0.4915157378428592,0.0,,True
CSX,INDEPENDENT_CURRENT_CONSTITUENTS,2020-09-18,2021-03-22,F05,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.20582889216562128,-0.04885392553389967,0.18161021033363944,0.0,,True
CSX,INDEPENDENT_CURRENT_CONSTITUENTS,2020-10-09,2021-04-13,F05,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.2638406736095502,-0.03249219560207306,0.25345903689218807,0.0,,True
CSX,INDEPENDENT_CURRENT_CONSTITUENTS,2024-01-26,2024-07-29,F08,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,TRADABLE_PULLBACK,0.08792640965114051,-0.08452094306086477,-0.021364800874231538,0.0839947901717821,97.0,True
CTAS,INDEPENDENT_CURRENT_CONSTITUENTS,2016-09-02,2017-03-07,F01,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.028847393590164305,-0.12576515011874523,0.008050699478493462,0.1371136228497995,42.0,True
CTAS,INDEPENDENT_CURRENT_CONSTITUENTS,2016-12-09,2017-06-13,F01,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.06271249623916786,-0.05832153597503431,0.05417964777172912,0.0537737946455803,27.0,True
CTAS,INDEPENDENT_CURRENT_CONSTITUENTS,2017-10-20,2018-04-24,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.1843089025005762,-0.034021281199457576,0.13914176250205035,0.0,,True
CTAS,INDEPENDENT_CURRENT_CONSTITUENTS,2017-12-01,2018-06-05,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.2052698762318952,-0.051936726273408174,0.2052698762318952,0.0,,True
CTAS,INDEPENDENT_CURRENT_CONSTITUENTS,2020-10-09,2021-04-13,F05,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.09721075851790473,-0.07357197273305949,0.06026283986291836,0.0704602090643771,13.0,True
CTAS,INDEPENDENT_CURRENT_CONSTITUENTS,2021-10-22,2022-04-25,F06,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.07643724810215557,-0.1433748607419092,-0.03497562894167228,0.1771732682954003,84.0,True
CTAS,INDEPENDENT_CURRENT_CONSTITUENTS,2021-11-19,2022-05-23,F06,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.02779957794650567,-0.1926905403381064,-0.1656044644283523,0.2406038842459432,123.0,True
CTAS,INDEPENDENT_CURRENT_CONSTITUENTS,2023-11-24,2024-05-28,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.27002245114023826,-0.01048848663588775,0.21308964265460495,0.0,,True
CTAS,INDEPENDENT_CURRENT_CONSTITUENTS,2024-01-12,2024-07-16,F08,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.22849083157296213,-0.007470397677179941,0.22849083157296213,0.0,,True
CTSH,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-19,2018-07-20,F02,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.10025352968586931,-0.05175289575906561,0.0694739990614972,0.0,,True
CTSH,INDEPENDENT_CURRENT_CONSTITUENTS,2020-09-25,2021-03-29,F05,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.2071798597068788,0.011457124859132639,0.15351490413405022,0.0,,True
CTSH,INDEPENDENT_CURRENT_CONSTITUENTS,2020-11-06,2021-05-11,F05,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.11420471239709196,-0.018632145540145473,-0.015379268120206513,0.0,,True
CTSH,INDEPENDENT_CURRENT_CONSTITUENTS,2021-11-12,2022-05-16,F06,NO_ECONOMIC_EDGE,UPSIDE_CONTINUATION,LARGE_PULLBACK,0.142713263951175,-0.11179573920380315,-0.10934156098699321,0.0,,True
CTSH,INDEPENDENT_CURRENT_CONSTITUENTS,2021-12-17,2022-06-21,F06,NO_ECONOMIC_EDGE,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.10117950655492391,-0.21900574021632102,-0.19573852451522789,0.0,,True
CTSH,INDEPENDENT_CURRENT_CONSTITUENTS,2023-09-01,2024-03-05,F08,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.12175789353276079,-0.1175242386776133,0.0930883919909764,0.1369019020918609,42.0,True
CTSH,INDEPENDENT_CURRENT_CONSTITUENTS,2023-11-24,2024-05-28,F08,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.12586908499933713,-0.07794946076359521,-0.05289311449423206,0.0,,True
CTSH,INDEPENDENT_CURRENT_CONSTITUENTS,2024-11-08,2025-05-14,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.13379856573306714,-0.16623973007486081,0.007988262450335348,0.0597837152941129,40.0,True
CTSH,INDEPENDENT_CURRENT_CONSTITUENTS,2024-12-06,2025-06-11,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.11768335519806317,-0.17809035565479192,0.0010576020341201975,0.0727525254150209,22.0,True
CVS,INDEPENDENT_CURRENT_CONSTITUENTS,2018-08-10,2019-02-12,F03,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.17825484863269603,-0.08247811051828158,-0.01538918254852073,0.0,,True
CVS,INDEPENDENT_CURRENT_CONSTITUENTS,2018-11-02,2019-05-08,F03,NO_ECONOMIC_EDGE,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.10548686863245438,-0.2813342376602579,-0.22419620263815265,0.0,,True
CVS,INDEPENDENT_CURRENT_CONSTITUENTS,2019-10-18,2020-04-21,F04,NO_ECONOMIC_EDGE,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.166257794114133,-0.19813394368714898,-0.07624414494620968,0.0,,True
CVS,INDEPENDENT_CURRENT_CONSTITUENTS,2021-01-08,2021-07-12,F05,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.2156556864459105,-0.08381336841669806,0.10750421065691085,0.0704785087309023,33.0,True
CVS,INDEPENDENT_CURRENT_CONSTITUENTS,2022-01-28,2022-08-01,F06,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.01427662796929896,-0.1844088879662833,-0.11156824351871486,0.1873706321991606,95.0,True
CVX,PRIMARY,2016-11-18,2017-05-23,F01,NO_ECONOMIC_EDGE,NO_BOUNDARY,UNRESOLVED,0.08763757031374952,-0.03637660666751574,-0.007522109697499779,0.0,,True
CVX,PRIMARY,2017-09-15,2018-03-19,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.17639946866098621,-0.03012505029748258,0.012828271687553405,0.0,,True
CVX,PRIMARY,2017-11-10,2018-05-15,F02,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.15079919314726342,-0.05123103222597136,0.12867518425774582,0.0,,True
D,INDEPENDENT_CURRENT_CONSTITUENTS,2017-09-08,2018-03-12,F02,ECONOMIC_REBUY_OPPORTUNITY,UPSIDE_CONTINUATION,UNRESOLVED,0.08146839248291626,-0.06799731500546491,-0.0600103384542755,0.0646415075579689,119.0,True
D,INDEPENDENT_CURRENT_CONSTITUENTS,2018-12-07,2019-06-11,F03,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.04517932165922911,-0.10104478805714567,0.0015870045794947885,0.11406390284152,24.0,True
D,INDEPENDENT_CURRENT_CONSTITUENTS,2019-11-01,2020-05-05,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.09308182433029422,-0.270828631057517,-0.043077706262496185,0.2839393147427274,96.0,True
D,INDEPENDENT_CURRENT_CONSTITUENTS,2020-01-17,2020-07-20,F04,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.07085113932755993,-0.28565824276193286,-0.05697986659518972,0.3134419211234114,44.0,True
DAL,INDEPENDENT_CURRENT_CONSTITUENTS,2016-12-09,2017-06-13,F01,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.03206046598226364,-0.14628751363210346,0.009865356155909444,0.1437377248021591,85.0,True
DAL,INDEPENDENT_CURRENT_CONSTITUENTS,2018-01-12,2018-07-16,F02,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.005014226953910184,-0.17511145671917383,-0.14315067094563394,0.2033788199449093,118.0,True
DAL,INDEPENDENT_CURRENT_CONSTITUENTS,2020-11-27,2021-06-01,F05,ECONOMIC_REBUY_OPPORTUNITY,NO_BOUNDARY,UNRESOLVED,0.25791522626855423,-0.07890918503503352,0.16171437144411027,0.0494728182354993,42.0,True
DAL,INDEPENDENT_CURRENT_CONSTITUENTS,2023-01-06,2023-07-11,F07,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.35054108541441376,-0.12323064075052248,0.35054108541441376,0.0,,True
DAL,INDEPENDENT_CURRENT_CONSTITUENTS,2024-11-01,2025-05-07,F09,NO_ECONOMIC_EDGE,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.18273657670405807,-0.3840136863660657,-0.2222914195225889,0.0,,True
DAL,INDEPENDENT_CURRENT_CONSTITUENTS,2025-01-10,2025-07-15,F09,ECONOMIC_REBUY_OPPORTUNITY,DOWNSIDE_PULLBACK,LARGE_PULLBACK,0.031515926543869144,-0.4627715878905818,-0.16340474720046105,0.8410135896831978,58.0,True
DD,INDEPENDENT_CURRENT_CONSTITUENTS,2016-12-23,2017-06-27,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.1248526866463111,-0.022933316153521233,0.08744937918840945,0.0,,True
DD,INDEPENDENT_CURRENT_CONSTITUENTS,2017-01-06,2017-07-10,F01,HEALTHY_CONTINUATION,UPSIDE_CONTINUATION,CONTINUATION,0.14423985409342377,-0.006093284003886756,0.139573523545385,0.0,,True
